#Ligand,Compound,SMILE,TotalEnergy,VDW,HBond,Elec,AverConPair,Library
Mtb_MraY_ligandless_BS-Top42_3d-2.pdb,Top42,Nc1nccc(C(=O)Oc2cccc([N+](=O)[O-])c2C(=O)N(Cc2ccccc2)C2CN(C(=O)c3c(F)cccc3[N+](=O)[O-])CC2O)c1[N+](=O)[O-],-160.863,-120.229,-40.7579,0.12358,21.16,Edward_predict
Mtb_MraY_ligandless_BS-Top42_3d-3.pdb,Top42,Nc1nccc(C(=O)Oc2cccc([N+](=O)[O-])c2C(=O)N(Cc2ccccc2)C2CN(C(=O)c3c(F)cccc3[N+](=O)[O-])CC2O)c1[N+](=O)[O-],-132.582,-98.7211,-35.597,1.73618,15.04,Edward_predict
Mtb_MraY_ligandless_BS-Top42_3d-4.pdb,Top42,Nc1nccc(C(=O)Oc2cccc([N+](=O)[O-])c2C(=O)N(Cc2ccccc2)C2CN(C(=O)c3c(F)cccc3[N+](=O)[O-])CC2O)c1[N+](=O)[O-],-166.324,-118.105,-48.1958,-0.0239012,24.94,Edward_predict
Mtb_MraY_ligandless_BS-Top43_3d-0.pdb,Top43,COc1ccc([N+](=O)[O-])cc1NS(=O)(=O)c1ccc(Cl)c(C(=O)N(C(=O)CCCCN=[N+]=[N-])c2cccc(Cc3nn[nH]n3)c2)c1,-142.072,-108.203,-36.2046,2.33649,18.7391,Edward_predict
Mtb_MraY_ligandless_BS-Top43_3d-1.pdb,Top43,COc1ccc([N+](=O)[O-])cc1NS(=O)(=O)c1ccc(Cl)c(C(=O)N(C(=O)CCCCN=[N+]=[N-])c2cccc(Cc3nn[nH]n3)c2)c1,-128.226,-93.2871,-36.591,1.65249,14.3043,Edward_predict
Mtb_MraY_ligandless_BS-Top43_3d-2.pdb,Top43,COc1ccc([N+](=O)[O-])cc1NS(=O)(=O)c1ccc(Cl)c(C(=O)N(C(=O)CCCCN=[N+]=[N-])c2cccc(Cc3nn[nH]n3)c2)c1,-125.701,-95.799,-29.6514,-0.250378,16,Edward_predict
Mtb_MraY_ligandless_BS-Top43_3d-3.pdb,Top43,COc1ccc([N+](=O)[O-])cc1NS(=O)(=O)c1ccc(Cl)c(C(=O)N(C(=O)CCCCN=[N+]=[N-])c2cccc(Cc3nn[nH]n3)c2)c1,-144.209,-104.615,-39.7169,0.123071,19.2391,Edward_predict
Mtb_MraY_ligandless_BS-Top43_3d-4.pdb,Top43,COc1ccc([N+](=O)[O-])cc1NS(=O)(=O)c1ccc(Cl)c(C(=O)N(C(=O)CCCCN=[N+]=[N-])c2cccc(Cc3nn[nH]n3)c2)c1,-137.011,-110.352,-28.7161,2.05754,23.5435,Edward_predict
Mtb_MraY_ligandless_BS-Top4_3d-0.pdb,Top4,Cc1onc(CC(=O)N(C(=O)C2OC(N=[N+]=[N-])C(O)C(O)C2O)c2c(NCc3ccccc3)c(=O)[nH]c(=O)n2Cc2ccccc2)c1-c1nn[nH]n1,-147.949,-81.6729,-66.2092,-0.0668722,14.1154,Edward_predict
Mtb_MraY_ligandless_BS-Top4_3d-1.pdb,Top4,Cc1onc(CC(=O)N(C(=O)C2OC(N=[N+]=[N-])C(O)C(O)C2O)c2c(NCc3ccccc3)c(=O)[nH]c(=O)n2Cc2ccccc2)c1-c1nn[nH]n1,-152.953,-106.899,-46.2038,0.149948,14.9808,Edward_predict
Mtb_MraY_ligandless_BS-Top4_3d-2.pdb,Top4,Cc1onc(CC(=O)N(C(=O)C2OC(N=[N+]=[N-])C(O)C(O)C2O)c2c(NCc3ccccc3)c(=O)[nH]c(=O)n2Cc2ccccc2)c1-c1nn[nH]n1,-148.762,-114.619,-34.1434,0,14.5962,Edward_predict
Mtb_MraY_ligandless_BS-Top4_3d-3.pdb,Top4,Cc1onc(CC(=O)N(C(=O)C2OC(N=[N+]=[N-])C(O)C(O)C2O)c2c(NCc3ccccc3)c(=O)[nH]c(=O)n2Cc2ccccc2)c1-c1nn[nH]n1,-136.984,-80.1541,-56.2282,-0.601982,12.4038,Edward_predict
Mtb_MraY_ligandless_BS-Top4_3d-4.pdb,Top4,Cc1onc(CC(=O)N(C(=O)C2OC(N=[N+]=[N-])C(O)C(O)C2O)c2c(NCc3ccccc3)c(=O)[nH]c(=O)n2Cc2ccccc2)c1-c1nn[nH]n1,-144.5,-108.093,-36.0141,-0.393332,17.0769,Edward_predict
Mtb_MraY_ligandless_BS-Top44_3d-0.pdb,Top44,[N-]=[N+]=NCc1cc(N=[N+]=[N-])cc(C(=O)N(Cc2nnn[nH]2)C(=O)c2cc(CN=[N+]=[N-])cc(N=[N+]=[N-])c2)c1,-149.985,-95.5393,-55.2679,0.821846,24.0811,Edward_predict
Mtb_MraY_ligandless_BS-Top44_3d-1.pdb,Top44,[N-]=[N+]=NCc1cc(N=[N+]=[N-])cc(C(=O)N(Cc2nnn[nH]2)C(=O)c2cc(CN=[N+]=[N-])cc(N=[N+]=[N-])c2)c1,-172.371,-108.61,-63.7549,-0.00531275,26.4324,Edward_predict
Mtb_MraY_ligandless_BS-Top44_3d-2.pdb,Top44,[N-]=[N+]=NCc1cc(N=[N+]=[N-])cc(C(=O)N(Cc2nnn[nH]2)C(=O)c2cc(CN=[N+]=[N-])cc(N=[N+]=[N-])c2)c1,-159.714,-90.7829,-69.0311,0.0999004,19.5676,Edward_predict
Mtb_MraY_ligandless_BS-Top44_3d-3.pdb,Top44,[N-]=[N+]=NCc1cc(N=[N+]=[N-])cc(C(=O)N(Cc2nnn[nH]2)C(=O)c2cc(CN=[N+]=[N-])cc(N=[N+]=[N-])c2)c1,-149.462,-76.2535,-73.2156,0.0066037,21.2973,Edward_predict
Mtb_MraY_ligandless_BS-Top44_3d-4.pdb,Top44,[N-]=[N+]=NCc1cc(N=[N+]=[N-])cc(C(=O)N(Cc2nnn[nH]2)C(=O)c2cc(CN=[N+]=[N-])cc(N=[N+]=[N-])c2)c1,-153.168,-102.2,-50.5036,-0.46456,25.7568,Edward_predict
Mtb_MraY_ligandless_BS-Top45_3d-0.pdb,Top45,COc1ccc(N(C(=O)c2cccc(N(C(=O)c3ccncc3N=[N+]=[N-])c3nnn[nH]3)c2)S(=O)(=O)c2ccc(NN)c([N+](=O)[O-])c2)cc1,-170.286,-109.082,-60.8679,-0.336796,22.6667,Edward_predict
Mtb_MraY_ligandless_BS-Top45_3d-1.pdb,Top45,COc1ccc(N(C(=O)c2cccc(N(C(=O)c3ccncc3N=[N+]=[N-])c3nnn[nH]3)c2)S(=O)(=O)c2ccc(NN)c([N+](=O)[O-])c2)cc1,-135.985,-99.9264,-35.4504,-0.608378,21.7708,Edward_predict
Mtb_MraY_ligandless_BS-Top45_3d-2.pdb,Top45,COc1ccc(N(C(=O)c2cccc(N(C(=O)c3ccncc3N=[N+]=[N-])c3nnn[nH]3)c2)S(=O)(=O)c2ccc(NN)c([N+](=O)[O-])c2)cc1,-126.61,-94.9801,-31.2728,-0.356833,17.8125,Edward_predict
Mtb_MraY_ligandless_BS-Top45_3d-3.pdb,Top45,COc1ccc(N(C(=O)c2cccc(N(C(=O)c3ccncc3N=[N+]=[N-])c3nnn[nH]3)c2)S(=O)(=O)c2ccc(NN)c([N+](=O)[O-])c2)cc1,-151.886,-118.13,-34.3325,0.576395,21.5625,Edward_predict
Mtb_MraY_ligandless_BS-Top45_3d-4.pdb,Top45,COc1ccc(N(C(=O)c2cccc(N(C(=O)c3ccncc3N=[N+]=[N-])c3nnn[nH]3)c2)S(=O)(=O)c2ccc(NN)c([N+](=O)[O-])c2)cc1,-154.892,-117.705,-38.9902,1.80254,22.625,Edward_predict
Mtb_MraY_ligandless_BS-Top46_3d-0.pdb,Top46,Cc1ccc(S(=O)(=O)NCCC(c2ccccc2)c2ccccc2)cc1C(=O)N(NC(=O)c1cc([N+](=O)[O-])[nH]n1)C(=O)c1ccc(Cn2nnc(-c3ccccc3)n2)cc1,-145.018,-109.34,-36.7747,1.09632,12.0833,Edward_predict
Mtb_MraY_ligandless_BS-Top46_3d-1.pdb,Top46,Cc1ccc(S(=O)(=O)NCCC(c2ccccc2)c2ccccc2)cc1C(=O)N(NC(=O)c1cc([N+](=O)[O-])[nH]n1)C(=O)c1ccc(Cn2nnc(-c3ccccc3)n2)cc1,-149.871,-127.466,-23.3003,0.895799,15.1167,Edward_predict
Mtb_MraY_ligandless_BS-Top46_3d-2.pdb,Top46,Cc1ccc(S(=O)(=O)NCCC(c2ccccc2)c2ccccc2)cc1C(=O)N(NC(=O)c1cc([N+](=O)[O-])[nH]n1)C(=O)c1ccc(Cn2nnc(-c3ccccc3)n2)cc1,-180.047,-149.026,-30.6126,-0.40795,19.1667,Edward_predict
Mtb_MraY_ligandless_BS-Top46_3d-3.pdb,Top46,Cc1ccc(S(=O)(=O)NCCC(c2ccccc2)c2ccccc2)cc1C(=O)N(NC(=O)c1cc([N+](=O)[O-])[nH]n1)C(=O)c1ccc(Cn2nnc(-c3ccccc3)n2)cc1,-166.253,-140.123,-26.3976,0.267881,17.1667,Edward_predict
Mtb_MraY_ligandless_BS-Top46_3d-4.pdb,Top46,Cc1ccc(S(=O)(=O)NCCC(c2ccccc2)c2ccccc2)cc1C(=O)N(NC(=O)c1cc([N+](=O)[O-])[nH]n1)C(=O)c1ccc(Cn2nnc(-c3ccccc3)n2)cc1,-166.607,-130.648,-33.8402,-2.11899,16.7167,Edward_predict
Mtb_MraY_ligandless_BS-Top47_3d-0.pdb,Top47,Nc1nnc(CC(=O)NC(COCc2ccccc2)C(=O)NC2CC(N(C(=O)c3ccncc3Oc3ccccc3)C(=O)c3cnc(-c4ccncn4)[nH]c3=O)C23CCOCC3)[nH]1,-128.595,-103.09,-25.5055,0,14.3175,Edward_predict
Mtb_MraY_ligandless_BS-Top47_3d-1.pdb,Top47,Nc1nnc(CC(=O)NC(COCc2ccccc2)C(=O)NC2CC(N(C(=O)c3ccncc3Oc3ccccc3)C(=O)c3cnc(-c4ccncn4)[nH]c3=O)C23CCOCC3)[nH]1,-123.753,-109.76,-13.9938,0,14.0952,Edward_predict
Mtb_MraY_ligandless_BS-Top47_3d-2.pdb,Top47,Nc1nnc(CC(=O)NC(COCc2ccccc2)C(=O)NC2CC(N(C(=O)c3ccncc3Oc3ccccc3)C(=O)c3cnc(-c4ccncn4)[nH]c3=O)C23CCOCC3)[nH]1,-135.832,-113.671,-22.1611,0,12.3175,Edward_predict
Mtb_MraY_ligandless_BS-Top47_3d-3.pdb,Top47,Nc1nnc(CC(=O)NC(COCc2ccccc2)C(=O)NC2CC(N(C(=O)c3ccncc3Oc3ccccc3)C(=O)c3cnc(-c4ccncn4)[nH]c3=O)C23CCOCC3)[nH]1,-139.699,-111.213,-28.4867,0,13.9524,Edward_predict
Mtb_MraY_ligandless_BS-Top47_3d-4.pdb,Top47,Nc1nnc(CC(=O)NC(COCc2ccccc2)C(=O)NC2CC(N(C(=O)c3ccncc3Oc3ccccc3)C(=O)c3cnc(-c4ccncn4)[nH]c3=O)C23CCOCC3)[nH]1,-148.626,-137.064,-11.5622,0,15.9048,Edward_predict
Mtb_MraY_ligandless_BS-Top48_3d-0.pdb,Top48,NN(C(=O)Cn1nnc(-c2cccc(C(F)(F)F)c2)n1)C(=O)Nc1nc(NCc2nnnn2C2CCC2)ccc1[N+](=O)[O-],-142.228,-107.317,-34.1013,-0.809406,18.7674,Edward_predict
Mtb_MraY_ligandless_BS-Top48_3d-1.pdb,Top48,NN(C(=O)Cn1nnc(-c2cccc(C(F)(F)F)c2)n1)C(=O)Nc1nc(NCc2nnnn2C2CCC2)ccc1[N+](=O)[O-],-130.321,-93.5952,-35.5643,-1.1617,21.3953,Edward_predict
Mtb_MraY_ligandless_BS-Top48_3d-2.pdb,Top48,NN(C(=O)Cn1nnc(-c2cccc(C(F)(F)F)c2)n1)C(=O)Nc1nc(NCc2nnnn2C2CCC2)ccc1[N+](=O)[O-],-130.687,-98.2297,-33.0302,0.573151,23.907,Edward_predict
Mtb_MraY_ligandless_BS-Top48_3d-3.pdb,Top48,NN(C(=O)Cn1nnc(-c2cccc(C(F)(F)F)c2)n1)C(=O)Nc1nc(NCc2nnnn2C2CCC2)ccc1[N+](=O)[O-],-154.623,-99.6818,-54.2522,-0.688625,25,Edward_predict
Mtb_MraY_ligandless_BS-Top48_3d-4.pdb,Top48,NN(C(=O)Cn1nnc(-c2cccc(C(F)(F)F)c2)n1)C(=O)Nc1nc(NCc2nnnn2C2CCC2)ccc1[N+](=O)[O-],-126.29,-96.7624,-30.0749,0.547599,17.5581,Edward_predict
Mtb_MraY_ligandless_BS-Top49_3d-0.pdb,Top49,O=C(NC(Cc1nnn[nH]1)c1ccccc1)N(C(=O)c1c2c(nc3ccccc13)C(=Cc1ccc3c(c1)OCO3)CCC2)c1cnccc1-n1ccnn1,-121.628,-106.888,-14.7397,0,15.6667,Edward_predict
Mtb_MraY_ligandless_BS-Top49_3d-1.pdb,Top49,O=C(NC(Cc1nnn[nH]1)c1ccccc1)N(C(=O)c1c2c(nc3ccccc13)C(=Cc1ccc3c(c1)OCO3)CCC2)c1cnccc1-n1ccnn1,-122.592,-91.7367,-30.8553,0,12.0926,Edward_predict
Mtb_MraY_ligandless_BS-Top49_3d-2.pdb,Top49,O=C(NC(Cc1nnn[nH]1)c1ccccc1)N(C(=O)c1c2c(nc3ccccc13)C(=Cc1ccc3c(c1)OCO3)CCC2)c1cnccc1-n1ccnn1,-141.439,-131.339,-10.1002,0,18.4444,Edward_predict
Mtb_MraY_ligandless_BS-Top49_3d-3.pdb,Top49,O=C(NC(Cc1nnn[nH]1)c1ccccc1)N(C(=O)c1c2c(nc3ccccc13)C(=Cc1ccc3c(c1)OCO3)CCC2)c1cnccc1-n1ccnn1,-122.906,-115.21,-7.69606,0,17.3333,Edward_predict
Mtb_MraY_ligandless_BS-Top49_3d-4.pdb,Top49,O=C(NC(Cc1nnn[nH]1)c1ccccc1)N(C(=O)c1c2c(nc3ccccc13)C(=Cc1ccc3c(c1)OCO3)CCC2)c1cnccc1-n1ccnn1,-134.371,-115.698,-18.6735,0,16.1667,Edward_predict
Mtb_MraY_ligandless_BS-Top50_3d-0.pdb,Top50,O=C(CN(C(=O)CNC(=O)c1ccc2[nH]nnc2c1)C(=O)c1ccc2[nH]nnc2c1)NC1CC2(CN(C(=O)CNC(=O)c3ccc4[nH]nnc4c3)C2)n2ccnc21,-144.336,-108.794,-35.5421,0,15.1754,Edward_predict
Mtb_MraY_ligandless_BS-Top50_3d-1.pdb,Top50,O=C(CN(C(=O)CNC(=O)c1ccc2[nH]nnc2c1)C(=O)c1ccc2[nH]nnc2c1)NC1CC2(CN(C(=O)CNC(=O)c3ccc4[nH]nnc4c3)C2)n2ccnc21,-165.021,-123.118,-41.9032,0,20.4912,Edward_predict
Mtb_MraY_ligandless_BS-Top50_3d-2.pdb,Top50,O=C(CN(C(=O)CNC(=O)c1ccc2[nH]nnc2c1)C(=O)c1ccc2[nH]nnc2c1)NC1CC2(CN(C(=O)CNC(=O)c3ccc4[nH]nnc4c3)C2)n2ccnc21,-160.423,-127.194,-33.229,0,18.3158,Edward_predict
Mtb_MraY_ligandless_BS-Top50_3d-3.pdb,Top50,O=C(CN(C(=O)CNC(=O)c1ccc2[nH]nnc2c1)C(=O)c1ccc2[nH]nnc2c1)NC1CC2(CN(C(=O)CNC(=O)c3ccc4[nH]nnc4c3)C2)n2ccnc21,-178.191,-130.764,-47.4269,0,17.3333,Edward_predict
Mtb_MraY_ligandless_BS-Top50_3d-4.pdb,Top50,O=C(CN(C(=O)CNC(=O)c1ccc2[nH]nnc2c1)C(=O)c1ccc2[nH]nnc2c1)NC1CC2(CN(C(=O)CNC(=O)c3ccc4[nH]nnc4c3)C2)n2ccnc21,-147.05,-105.752,-41.2976,0,15.4386,Edward_predict
Mtb_MraY_ligandless_BS-Top5_3d-0.pdb,Top5,O=C(NCC(=O)N(NC(=O)N1CCCCC1Cc1nn[nH]n1)C(=O)c1n[nH]c(=O)c2ccccc12)c1ccc(NS(=O)(=O)c2ccc(Cl)cc2F)cc1,-153.364,-137.226,-16.1378,0,18.0377,Edward_predict
Mtb_MraY_ligandless_BS-Top5_3d-1.pdb,Top5,O=C(NCC(=O)N(NC(=O)N1CCCCC1Cc1nn[nH]n1)C(=O)c1n[nH]c(=O)c2ccccc12)c1ccc(NS(=O)(=O)c2ccc(Cl)cc2F)cc1,-123.204,-92.8251,-30.3793,0,13.9434,Edward_predict
Mtb_MraY_ligandless_BS-Top5_3d-2.pdb,Top5,O=C(NCC(=O)N(NC(=O)N1CCCCC1Cc1nn[nH]n1)C(=O)c1n[nH]c(=O)c2ccccc12)c1ccc(NS(=O)(=O)c2ccc(Cl)cc2F)cc1,-124.105,-93.8654,-30.2398,0,14.283,Edward_predict
Mtb_MraY_ligandless_BS-Top5_3d-3.pdb,Top5,O=C(NCC(=O)N(NC(=O)N1CCCCC1Cc1nn[nH]n1)C(=O)c1n[nH]c(=O)c2ccccc12)c1ccc(NS(=O)(=O)c2ccc(Cl)cc2F)cc1,-159.739,-124.069,-35.6695,0,22.717,Edward_predict
Mtb_MraY_ligandless_BS-Top5_3d-4.pdb,Top5,O=C(NCC(=O)N(NC(=O)N1CCCCC1Cc1nn[nH]n1)C(=O)c1n[nH]c(=O)c2ccccc12)c1ccc(NS(=O)(=O)c2ccc(Cl)cc2F)cc1,-134.922,-121.122,-13.8006,0,15.1698,Edward_predict
Mtb_MraY_ligandless_BS-Top6_3d-0.pdb,Top6,COc1cccc(C=C(C(=O)N2CCC(NC(=O)c3cc4c(cc3O)OCO4)(c3cccc(OC(=O)c4cc5c(cc4O)OCO5)c3)C2)n2nnnc2C)c1,-135.518,-113.575,-21.9431,0,17.7273,Edward_predict
Mtb_MraY_ligandless_BS-Top6_3d-1.pdb,Top6,COc1cccc(C=C(C(=O)N2CCC(NC(=O)c3cc4c(cc3O)OCO4)(c3cccc(OC(=O)c4cc5c(cc4O)OCO5)c3)C2)n2nnnc2C)c1,-146.021,-125.658,-20.3632,0,20.0727,Edward_predict
Mtb_MraY_ligandless_BS-Top6_3d-2.pdb,Top6,COc1cccc(C=C(C(=O)N2CCC(NC(=O)c3cc4c(cc3O)OCO4)(c3cccc(OC(=O)c4cc5c(cc4O)OCO5)c3)C2)n2nnnc2C)c1,-113.168,-95.5639,-17.6038,0,13.3636,Edward_predict
Mtb_MraY_ligandless_BS-Top6_3d-3.pdb,Top6,COc1cccc(C=C(C(=O)N2CCC(NC(=O)c3cc4c(cc3O)OCO4)(c3cccc(OC(=O)c4cc5c(cc4O)OCO5)c3)C2)n2nnnc2C)c1,-121.209,-109.86,-11.3494,0,13.3818,Edward_predict
Mtb_MraY_ligandless_BS-Top6_3d-4.pdb,Top6,COc1cccc(C=C(C(=O)N2CCC(NC(=O)c3cc4c(cc3O)OCO4)(c3cccc(OC(=O)c4cc5c(cc4O)OCO5)c3)C2)n2nnnc2C)c1,-130.257,-110.975,-19.2826,0,17.4545,Edward_predict
Mtb_MraY_ligandless_BS-Top7_3d-0.pdb,Top7,NC(=O)c1cc(C(=O)N(CCN(CCOCCO)C(=O)c2ccnc3nn[nH]c23)C(=O)c2ccnc3nn[nH]c23)on1,-121.845,-96.4863,-25.3589,0,15.9524,Edward_predict
Mtb_MraY_ligandless_BS-Top7_3d-1.pdb,Top7,NC(=O)c1cc(C(=O)N(CCN(CCOCCO)C(=O)c2ccnc3nn[nH]c23)C(=O)c2ccnc3nn[nH]c23)on1,-133.197,-96.2544,-36.9427,0,20.2619,Edward_predict
Mtb_MraY_ligandless_BS-Top7_3d-2.pdb,Top7,NC(=O)c1cc(C(=O)N(CCN(CCOCCO)C(=O)c2ccnc3nn[nH]c23)C(=O)c2ccnc3nn[nH]c23)on1,-148.296,-87.4632,-60.8332,0,26.5476,Edward_predict
Mtb_MraY_ligandless_BS-Top7_3d-3.pdb,Top7,NC(=O)c1cc(C(=O)N(CCN(CCOCCO)C(=O)c2ccnc3nn[nH]c23)C(=O)c2ccnc3nn[nH]c23)on1,-135.325,-76.5674,-58.7575,0,17.7143,Edward_predict
Mtb_MraY_ligandless_BS-Top7_3d-4.pdb,Top7,NC(=O)c1cc(C(=O)N(CCN(CCOCCO)C(=O)c2ccnc3nn[nH]c23)C(=O)c2ccnc3nn[nH]c23)on1,-152.666,-81.8596,-70.8064,0,21.2619,Edward_predict
Mtb_MraY_ligandless_BS-Top8_3d-0.pdb,Top8,O=C(NCCN(Cc1ccc(OC(=O)c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])nc1)C(=O)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-])c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],-155.168,-108.715,-48.606,2.15272,14.7222,Edward_predict
Mtb_MraY_ligandless_BS-Top8_3d-1.pdb,Top8,O=C(NCCN(Cc1ccc(OC(=O)c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])nc1)C(=O)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-])c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],-138.096,-101.207,-38.7698,1.88113,13.9444,Edward_predict
Mtb_MraY_ligandless_BS-Top8_3d-2.pdb,Top8,O=C(NCCN(Cc1ccc(OC(=O)c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])nc1)C(=O)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-])c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],-179.138,-120.124,-57.6756,-1.33829,20.8704,Edward_predict
Mtb_MraY_ligandless_BS-Top8_3d-3.pdb,Top8,O=C(NCCN(Cc1ccc(OC(=O)c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])nc1)C(=O)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-])c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],-161.451,-115.724,-50.1813,4.45501,18.7037,Edward_predict
Mtb_MraY_ligandless_BS-Top8_3d-4.pdb,Top8,O=C(NCCN(Cc1ccc(OC(=O)c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])nc1)C(=O)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-])c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],-162.931,-114.416,-51.9063,3.39127,19.5926,Edward_predict
Mtb_MraY_ligandless_BS-Top9_3d-0.pdb,Top9,[N-]=[N+]=NCCCC(=O)NCc1cn(C2CCN(C(=O)c3ccc([N+](=O)[O-])c(NC(=O)c4ccc([N+](=O)[O-])c(N)n4)n3)C2)nn1,-138.309,-81.4188,-56.2288,-0.661526,14.6818,Edward_predict
Mtb_MraY_ligandless_BS-Top9_3d-1.pdb,Top9,[N-]=[N+]=NCCCC(=O)NCc1cn(C2CCN(C(=O)c3ccc([N+](=O)[O-])c(NC(=O)c4ccc([N+](=O)[O-])c(N)n4)n3)C2)nn1,-145.126,-106.73,-38.143,-0.252147,20.8864,Edward_predict
Mtb_MraY_ligandless_BS-Top9_3d-2.pdb,Top9,[N-]=[N+]=NCCCC(=O)NCc1cn(C2CCN(C(=O)c3ccc([N+](=O)[O-])c(NC(=O)c4ccc([N+](=O)[O-])c(N)n4)n3)C2)nn1,-133.01,-90.8871,-42.5264,0.403824,20.0227,Edward_predict
Mtb_MraY_ligandless_BS-Top9_3d-3.pdb,Top9,[N-]=[N+]=NCCCC(=O)NCc1cn(C2CCN(C(=O)c3ccc([N+](=O)[O-])c(NC(=O)c4ccc([N+](=O)[O-])c(N)n4)n3)C2)nn1,-140.274,-102.878,-39.1636,1.7674,18.3182,Edward_predict
Mtb_MraY_ligandless_BS-Top9_3d-4.pdb,Top9,[N-]=[N+]=NCCCC(=O)NCc1cn(C2CCN(C(=O)c3ccc([N+](=O)[O-])c(NC(=O)c4ccc([N+](=O)[O-])c(N)n4)n3)C2)nn1,-141.859,-73.9371,-65.2738,-2.6485,21.1364,Edward_predict
Mtb_MraY_ligandless_BS-ZINC215762680_3d-0.pdb,ZINC215762680,CCSC1=NN=C(NC(C2=C(N)C3=C(N=C(N)C(C#C)=C3)S2)=O)S1,-83.7656,-64.958,-18.8076,0,19.5417,Known_inhibitor
Mtb_MraY_ligandless_BS-ZINC215762680_3d-1.pdb,ZINC215762680,CCSC1=NN=C(NC(C2=C(N)C3=C(N=C(N)C(C#C)=C3)S2)=O)S1,-101.707,-74.4647,-27.242,0,23,Known_inhibitor
Mtb_MraY_ligandless_BS-ZINC215762680_3d-2.pdb,ZINC215762680,CCSC1=NN=C(NC(C2=C(N)C3=C(N=C(N)C(C#C)=C3)S2)=O)S1,-119.908,-95.8448,-24.0632,0,29.75,Known_inhibitor
Mtb_MraY_ligandless_BS-ZINC215762680_3d-3.pdb,ZINC215762680,CCSC1=NN=C(NC(C2=C(N)C3=C(N=C(N)C(C#C)=C3)S2)=O)S1,-134.315,-106.122,-28.1924,0,30.8333,Known_inhibitor
Mtb_MraY_ligandless_BS-ZINC215762680_3d-4.pdb,ZINC215762680,CCSC1=NN=C(NC(C2=C(N)C3=C(N=C(N)C(C#C)=C3)S2)=O)S1,-109.524,-88.917,-20.6066,0,24.7083,Known_inhibitor
Mtb_MraY_ligandless_BS-ZINC44893147_3d-0.pdb,ZINC44893147,CCC1=NN=C(NC(CSC2=C(C(N)=O)C3=C(C(O)=CC(N3)=O)S2)=O)S1,-110.128,-93.1757,-16.9526,0,25.1154,Known_inhibitor
Mtb_MraY_ligandless_BS-ZINC44893147_3d-1.pdb,ZINC44893147,CCC1=NN=C(NC(CSC2=C(C(N)=O)C3=C(C(O)=CC(N3)=O)S2)=O)S1,-121.044,-82.3528,-38.6907,0,22.0769,Known_inhibitor
Mtb_MraY_ligandless_BS-ZINC44893147_3d-2.pdb,ZINC44893147,CCC1=NN=C(NC(CSC2=C(C(N)=O)C3=C(C(O)=CC(N3)=O)S2)=O)S1,-105.703,-80.022,-25.6808,0,26.2692,Known_inhibitor
Mtb_MraY_ligandless_BS-ZINC44893147_3d-3.pdb,ZINC44893147,CCC1=NN=C(NC(CSC2=C(C(N)=O)C3=C(C(O)=CC(N3)=O)S2)=O)S1,-104.717,-74.5807,-30.1358,0,23.8462,Known_inhibitor
Mtb_MraY_ligandless_BS-ZINC44893147_3d-4.pdb,ZINC44893147,CCC1=NN=C(NC(CSC2=C(C(N)=O)C3=C(C(O)=CC(N3)=O)S2)=O)S1,-105.83,-79.9353,-25.8951,0,24.0385,Known_inhibitor
Mtb_MraY_ligandless_BS-ZINC9672300_3d-0.pdb,ZINC9672300,O=C(C1=CC=C(NS(C2=CC=C(NC(N3)=O)C3=C2)(=O)=O)C=C1)NCCCSC4=CC=CC=C4,-132.893,-102.24,-30.6529,0,23.7273,Known_inhibitor
Mtb_MraY_ligandless_BS-ZINC9672300_3d-1.pdb,ZINC9672300,O=C(C1=CC=C(NS(C2=CC=C(NC(N3)=O)C3=C2)(=O)=O)C=C1)NCCCSC4=CC=CC=C4,-118.341,-100.944,-17.3969,0,22.0303,Known_inhibitor
Mtb_MraY_ligandless_BS-ZINC9672300_3d-2.pdb,ZINC9672300,O=C(C1=CC=C(NS(C2=CC=C(NC(N3)=O)C3=C2)(=O)=O)C=C1)NCCCSC4=CC=CC=C4,-136.846,-107.483,-29.3632,0,25.7576,Known_inhibitor
Mtb_MraY_ligandless_BS-ZINC9672300_3d-3.pdb,ZINC9672300,O=C(C1=CC=C(NS(C2=CC=C(NC(N3)=O)C3=C2)(=O)=O)C=C1)NCCCSC4=CC=CC=C4,-138.625,-107.426,-31.1985,0,26.0303,Known_inhibitor
Mtb_MraY_ligandless_BS-ZINC9672300_3d-4.pdb,ZINC9672300,O=C(C1=CC=C(NS(C2=CC=C(NC(N3)=O)C3=C2)(=O)=O)C=C1)NCCCSC4=CC=CC=C4,-118.277,-84.4409,-33.8356,0,23.7879,Known_inhibitor
