,SMILES
1045,O=C(C=1C=CC(=CC1)OCC2CC2)N3CCC(CC3)C4=NN=C5CCCN45
1046,O=C(NCC=1C=CC=2OCCOC2C1)N3CCCC3C=4C=CN=CC4
1047,CCC1CCCCN1C(=O)C(C)C=2C(C)=NN(C)C2C
1048,CC(NC(=O)NCC1=CN2C=CSC2=N1)C=3C=CC(F)=C(F)C3
1049,CCN1CCN(CC1)S(=O)(=O)C=2C=C(Cl)C=CC2Cl
1050,CC(C)C=1C=CC(=CC1)NC(=O)C(=O)NC2CCC(CC2)N3CCC(C)CC3
1051,CC=1C=CC=CC1C2CCN(C2)C(=O)CCC=3C=CC=CC3O
1052,CN(C)C1CCN(CC1)C(=O)NCC2=NC=C(O2)C=3C=CC=CC3
1053,CC(=O)NCCNC(=O)NCC=1C=CC(=CC1)C2=CC=NN2
1054,CC=1C=CC=C(C1)N2CCN(CC2)C=3N=CC=CC3C(N)=O
1055,COC=1C=CC=2CCN(CC(C)C2C1)C(=O)CNCC(F)(F)F
1056,O=C(NCC1CC1)N2CCN(CC2)C=3C=CC=C(C3)C(F)(F)F
1057,CCC(C)(C)NC(=O)C(C)N1CCN(CC1)C(=O)C=2C=NC=CN2
1058,COC(=O)C=1C=CC(=C(Cl)C1)S(=O)(=O)N(C)CC2CC2
1059,COCCS(=O)(=O)N1CC=C(CC1)C2=CNC=3C=CC=CC23
1060,COC1(CC(=O)NCC2CCN(CC(F)(F)F)CC2)CCC1
1061,CN1C(=NC=2CCCCC21)C3CCCN3CC4=NC(CC=5C=CC=CC5)=NO4
1062,COC=1C=CC(=CN1)[C@H]2OCC[C@@H]2NC(=O)C3CC43CCOCC4
1063,CC(C)(CNC(=O)C1=COC(=N1)C2CCOCC2)C=3C=CC=C(F)C3
1064,CN(C(=O)C1(CCC1)C=2C=CC(F)=CC2)C3=NC=CS3
1065,CCCC1=NN=C(NC(=O)N(CC)C(C)C=2C=CC(F)=CC2)S1
1066,C1=CC(=CC=N1)C=2N=C(C=3CCCC3N2)N4CCCN5CCCC5C4
1067,CC(C)C(=O)N1CCN(CC(=O)NC=2C=CC=C(C2)C(F)(F)F)CC1
1068,CC=1NC(=NC1CC=2C=CC=CC2)SCC(=O)N3CCNC3=O
1069,COC=1C=CN=C(N1)N2CCN(CC2)C(=O)CN(C)S(=O)(=O)C=3C=CC(C)=CC3
1070,CC=1C=CC=CC1CN(C)C(=O)CN2CCCCCCC2=O
1071,CN(C)CC1CCN(CCC(=O)N2CCOCC2)CC1
1072,CCN(CC)S(=O)(=O)C=1C=CC(=CC1)CNC(C)CC(N)=O
1073,CN1C=NC=2C=C(C=NC21)C(=O)N3CCN(CC=CC=4C=CC=CC4)CC3
1074,CS(=O)(=O)N1CCN(CC1)C(=O)C=2C=CC(=CC2)CNC(N)=O
1075,COCC=1C=CC=CC1C(=O)N2CCN(CC2)S(C)(=O)=O
1076,COC=1C=CC=2C(=CC(=O)OC2C1)CSC3=NN=C(N)S3
1077,Cl.CC1CCCC(NC(=O)CSC2=NC=CN2C)C1C
1078,CC=1N=C(C=CC1C(=O)N2CCCC(C2)N3CCCC3)C(F)(F)F
1079,CC1=NC2=NC=NN2C(C)=C1CCC(=O)N3CCCC3C4=CC=C5OCCOC5=C4
1080,CCN(CC1=CC=C(Cl)S1)C(=O)CN2C=NC=3C(C)=CC=CC3C2=O
1081,CCN1C=C(C=N1)CN2CCCN(CC2)C(=O)C(C)SC
1082,CC1=NC=C(CN(C)C(=O)NCC(C)(C)C=2C=CC(F)=CC2)S1
1083,CC(C)NC(=O)NC(=O)COC=1C=CC=CC1C#N
1084,CC1CN(C)CCN1C(=O)C=2OC=CC2COC=3C=CC=CC3
1085,CC=1ON=C(C1C(=O)OCC(=O)NCC2=CC=CS2)C=3C(Cl)=CC=CC3F
1086,C=CCNC(=O)CC1(CC(=O)NC2=NC=CS2)CCCCC1
1087,COCCN1CCN(CC(=O)N(C)CC=2C=NN(C)C2)CC1C
1088,O=C(CC1CCCO1)N2CCCC2CN3C=CC=N3
1089,CCC(=O)N1CCCC(C1)C(=O)NC(C2=CC=C(C)O2)C(C)(C)C
1090,CC=1C=NN(C1)CC2CCCN2CC(=O)NC3CCCCNC3=O
1091,CCC=1C(=CN=C2C1C(=O)N(C)C(=O)N2C)C(=O)N3CCN(CC4=CC=CS4)CC3
1092,CC1=CC(=NO1)NC(=O)CN2C=NC3=C2C(=O)N(C)C(=O)N3C
1093,CC(=O)NC=1C=CC=CC1OCC(=O)NCC=2C=CC=C(Cl)C2
1094,COC=1C=C(C=C(C1)C(=O)N2CCN(CC3=CSC=N3)CC2)OC
1095,CC1CN(CC(=O)N2C3=CC=CC=C3NC(=O)CC2C(F)(F)F)CC(C)O1
1096,CCC1=NOC(=N1)C(C)N2CCN(CC=3C=CC=C(C)C3)CC2
1097,CN(C)C(=O)CN1CCCN(CC(=O)NC=2C=CC=C(Cl)C2)CC1
1098,O=C(NCC1=NN=C2CCCCCN12)C3=CC=4CCCCC4S3
1099,O=C(NCCN1CCCCCC1=O)C2CCCN(C2)C3=CN=CC=N3
1100,CN(CC=1C=CC=2OCCOC2C1)C(=O)C=3N=CC=C4C=CC=CC34
1101,CC1=NNC(C)=C1C2COCCN2C(=O)CCCC3=CNN=N3
1102,CC=1C=C(C)C(=C(C)C1)S(=O)(=O)N2CCCC2C(=O)NCCN3CCN(C)CC3
1103,O=C(CSC1=NN=C2SC=3C=CC=CC3N12)NCCC=4C=CC(F)=CC4
1104,CC=1C=CC(=CC1)OCC(O)CN(C)C2CCS(=O)(=O)C2
1105,C=1C=CC=2OC(=NC2C1)NC3CCN(CC3)C=4N=CC=CN4
1106,O=C(NC(CC=1C=CC=C(F)C1)C=2C=CC=C(F)C2)C3=CN4C=CC=NC4=N3
1107,COC=1C=CC(=CC1)C2=CSC=3N=CN=C(C23)N4CCC(CC4)N5CCCC5
1108,CN(C1CCCC1)S(=O)(=O)CC=2C=CC=CC2Cl
1109,CC(C)C1=NN=C(NC(=O)NCC2=CC=CO2)S1
1110,CC=1C=CC(=CC1F)C(=O)N2CCN(CC2)C=3N=CC=CN3
1111,CCC1=CN=C(CCNC(=O)NC2C3CCOC3C42CCCC4)S1
1112,O=C(CN1C(=O)COC=2C=CC(Cl)=CC21)NCCN3C=CN=C3
1113,C=CCSC1=NC2=CC=CC=C2N1CC(=O)N3CCCCCC3
1114,CC(=O)N1CCC(CN(C)C(=O)C2=CC(C)=NC(=N2)C=3C=CC(Cl)=CC3)C1
1115,CCN1C(=NC=2C=CC=CC21)NC(=O)C=3OC=CC3C
1116,CN(CC1=NC=NN1C)C(=O)C=2C=CC(=NC2)N3CCCCCC3
1117,CC(C)CNC(=O)C1CCCN(C1)C(=O)CCC2=CC=CO2
1118,CN(C[C@@H]1C[C@H](F)CN1CC2=CC=NN2C)C3CCOC3=O
1119,CC1=NNC=C1CNC(C)C=2C=CC(=CC2)N3C=NC=N3
1120,COC=1C=CC(=CC1OC)CCN(C)C(=O)C2=CC=3CC(C)CCC3S2
1121,NC(=O)C1CCN(CC1)C(=O)NCC2=CC=CS2
1122,CN(CC=1C=NN(C1)C=2C=CC=CC2)C(=O)NCC3CCCO3
1123,CC=1C=CC(=CC1)C2=NN=C(CCC(=O)N3CCN(CCC(C)C)CC3)O2
1124,CC1=CN(N=C1NC(=O)C=2C=CC=C(Br)C2)C=3C=CC(Cl)=CC3
1125,O=C(NC=1C=CC(=CC1)OC(F)F)C2CC(=O)N(CC=3C=CC=CC3)C2
1126,CCOC=1C=CC(=CC1)C(=O)NC=2C=C(Cl)C=CC2N3CCN(C)CC3
1127,COC=1C=CC=CC1CCNC(=O)N2CCN(CC2)C=3N=CC=CN3
1128,CN(C)C(=O)C=1C=CC(=CC1)NC(=O)C2CC=CCC2
1129,O=C(NCC1(CCCC1)C=2C=CC(F)=CC2)C=3C=CC=NC3
1130,O=C(NCC1=CC=CO1)C=2C=CC=C(C2)S(=O)(=O)N3CCOCC3
1131,O=C(NCCC1=NN=C2C=CC=CN12)N3CCSCC3
1132,O=C(CC=1C=CC(=CC1)S(=O)(=O)N2CCCCC2)N3CCCCC3
1133,CC(=O)NC(CC(=O)NCC=1C=CC(Cl)=CC1)C=2C=CC=CC2
1134,CCN1CCN(CC1)C(=O)C2=CC(=CC=C2C)S(=O)(=O)N3CCCC3
1135,COC=1C=CC=CC1NC(=O)CC2=NC=3C=CC=CC3C(=O)N2
1136,CN1C(=O)N(CC(=O)N2CCSCC2)C=3C=CC=CC31
1137,CC1=NC(=CS1)CCNC(=O)NCCC2=CSC(C)=N2
1138,CC=1C=CC(=CC1C(=O)NC(C)(C)C)S(=O)(=O)N(C)C
1139,CC(=O)NC1=CC=CC(=C1)NC(=O)C=2OC=3C=CC=CC3C2C
1140,O=C(C1CC2C=CC1C2)N(CC3CCCO3)C4=NC=5C=CC=CC5S4
1141,CC=1C=CC(=CC1)CNC(=O)CN2CSCC2=O
1142,CC=1SC(=NC1C=2C=CC(=CC2)OC(F)F)NC(=O)C(C)N3CCOCC3
1143,CC(C1CC1)N(CCC#N)C(=O)C=2C=CC=C(C2)N3C=CC=N3
1144,CC(NC(=O)N1CCCC(CN2CCC(C)CC2)C1)C3=CC=CN=C3
1145,CC1=NC(C)=C(O1)C(=O)N2CCN(CC3CC3)C4=CC=CC=C42
1146,CNC(=O)C=1C=CC=C(C1)NC(=O)CC2CCCC2
1147,NC(=O)C1CCN(CC=2C=CC=C(C2)NC(=O)CC3=CNC=4C=CC=CC34)CC1
1148,CCOC(=O)C=1C(C)=C(SC1NC(=O)C=2C=NC=CN2)C(=O)N(C)C
1149,CCOC=1C=CC(=CC1OCC)NC(=O)C(C)NC(N)=O
1150,CC(C)CN1N=C(C(=O)NCC2COC3=CC=CC=C3O2)C=4C=CC=CC4C1=O
1151,COC=1C=CC(OC)=C(C1)C2=CSC(=N2)NC(=O)C=3C=CN=CC3
1152,O=C(C1CCCO1)N2CCN(CC2)C=3C=CC=CC3F
1153,O=C(NCCCN1CCOCC1)C=2SC=3C=C(F)C=CC3C2Cl
1154,O=C(CC1=COC=2C=CC=3C=CC=CC3C12)NCCCN4CCOCC4
1155,O=C(NC=1C=CC=C(F)C1)C2CCN(CC2)C3CCCCC3O
1156,CN1CC=2C=CC=CC2C(C1)NC(=O)C=3C=CC(=CN3)C(N)=O
1157,COC=1C=CC(=CC1)CNC(=O)C=2C=CC(=CC2)C(F)(F)F
1158,O=C(CC1C=CCC1)NC(CC=2C=CC=CC2)C(=O)N3CCCC3
1159,C=CCN(C(=O)CC=1C=CC=CC1[N+]([O-])=O)C2CCS(=O)(=O)C2
1160,CC=1C=CC(F)=CC1NC(=O)C2CCCN2C(=O)C3=CC=CS3
1161,CCOC=1C=CC(=CC1OCC)NC(=O)CNC=2C=CC(F)=CC2
1162,CC(=O)NCCNC=1N=C(C)N=C2SC=3CCCC3C12
1163,CCN(CC)C(=O)NC1CCN(CC1)C(=O)OC
1164,CNS(=O)(=O)C=1C=CC=C(C1)C(=O)N2CCOCC2
1165,O=C(NCC=1C=CC=2OCOC2C1)C3=CC=C(NC3=O)C4=CC=CO4
1166,COC=1C=CC(=CC1)C(CNC(=O)CN2C(=O)OC=3C=CC=CC32)N4CCCCC4
1167,CCOC(=O)C1(CCCCC1)NC(=O)C2=CC(Br)=CN2
1168,CC(C)(CNC(=O)COC=1C=CC(Cl)=CC1)N2CCOCC2
1169,NC(=O)C1CCN(CC1)C(=O)C=2C=CC(Cl)=CC2
1170,CN1CCCN(CC1)C(=O)C=2C=CC=NC2NC=3C=CC=CC3F
1171,CC(NC(=O)CN1CCCCCC1=O)C=2C=CC=C(C2)C(F)(F)F
1172,CCNC(=O)C=1C=CC(=CC1)OCC(=O)N2CCC(C)CC2
1173,CC1CCC(CC1)NC(=O)C2=CC=C3N=CSC3=C2
1174,CCN1C(=O)N(CC(=O)NC2=CC=NN2CC=3C=CC(Cl)=CC3)C=4C=CC=CC41
1175,CC(C)C(=O)N1CCCCC1C(=O)N(C)CC=2C=CC3=CC=CC=C3C2
1176,CC1=CC=2OC(=O)C=C(CN3CCN(CC3)S(=O)(=O)C4=CC=CS4)C2C=C1C
1177,CCN(CC1CCCN1CC)C(=O)CN(C)C(=O)C2=CC=CS2
1178,CC1=NC(C(=O)N2CCCN(CC2)C=3N=CC=CN3)=C4CCCCN14
1179,O=C(CCS(=O)(=O)C1CCCC=2C=CC=CC21)NC=3C=CC(Cl)=CC3F
1180,CN1C=NC=C1CNCC2CCCOC2C=3C=CC=CC3
1181,CCN(C=1C=CC=C2C=CC=CC12)S(=O)(=O)C=3C=CC=CC3OC
1182,COC=1C=CC(OC)=C(C1)S(=O)(=O)NC=2C=CC=3CCCC3C2
1183,CC(=O)NC=1C=CC(=CC1)NS(=O)(=O)C=2C=C(C)C=CC2C
1184,COCC=1C=CC=CC1NS(=O)(=O)C=2C=CC=C3C=C(C)C=NC23
1185,CC1=NC(CNC(=O)N2CCC(O)CC2)=C(C)S1
1186,COC(=O)C=1C(C)=C(C)SC1NC(=O)CN2CCCCC2
1187,CC=1C=CC=CC1CS(=O)(=O)CC(=O)NCC2CC2
1188,CC1CCN(CC(=O)NC=2C=CC=3CCCC3C2)CC1
1189,CC(CN1CCCC1=O)NC(=O)C=2C=CC(=CC2)OC(F)(F)F
1190,CCC=1OC(=CC1C)C(=O)NC(COC)C(N)=O
1191,CC1=NN(C)C(=C1CNC2CCOC=3C(C)=CC(C)=CC32)N(C)C
1192,CCOC=1C=CC(=CC1)C(=O)NC=2C=CC=CN2
1193,CC1=CC(C)=C(C)C=C1S(=O)(=O)NC=2C=CC=C(C2)C(=O)O
1194,CC1CN(CCO1)C(=O)COC(=O)C=2C=C(O)N=C3C=CC=CC23
1195,COC=1C=CC(OC)=C(C1)S(=O)(=O)NC(C)(C)C=2C=CC=3OCCOC3C2
1196,CC=1C=CC2=C(C1)CCC2NC(=O)C=3C=CN=CC3
1197,COC=1C=CC(C)=CC1S(=O)(=O)N2CCCC=3C=CC=CC32
1198,O=C(C=1C=CC=C(C1)N2CCOC2=O)N(CC=3C=CC=NC3)C4CC4
1199,CNC(=O)NCC(=O)NCC1CCN(C1)C=2C=C(Cl)C=CC2C
1200,CC=1C=CC(=CC1)SCC(=O)N2CCN(CC2)C(=O)CO
1201,COC=1C=C(C=C(C1)N(C)C(=O)C=2C=CC=C(C#N)C2)OC
1202,CC(C)C(CNC(=O)C=1C=C(ON1)C2=CC=CO2)N3CCOCC3
1203,CC(C)CC(CNC(=O)C=1C=NN(C)C1N2C=CC=C2)N3CCOCC3
1204,COC=1C=CC(=CC1OC)CN2CCN(CC3=NC(=NO3)C4=CC(Br)=CS4)CC2
1205,CCN(CC=1C=CC(OC)=C(F)C1)C(=O)COC2=CC=CC(C#N)=C2
1206,CC(C)CNC(=O)NC(=O)C(C)SC1=NN=C(N1)C=2C=CC(Cl)=CC2
1207,COC=1C=CC(=CC1OC)CCNC(=O)C2(CCC2)C=3C=CC=C(F)C3
1208,COC1=CC=C(NC(=O)CNC(=O)NCC=2C=CC(F)=CC2)C(=C1)OC
1209,O=C(COC=1C=CC(Br)=CC1F)NC=2C=CC(=NC2)N3C=CC=N3
1210,O=C(NCCC=1C=CC(Cl)=CC1)C2CC(=O)N(C2)C3CCCC3
1211,CN(C(=O)C1=CC=CN1C)C2CCN(CC(F)(F)F)C2=O
1212,COC(=O)CN1N=CC=2C(=NC=NC21)NCCCC3=CC=CC(F)=C3
1213,COC=1C=CC(=CC1OC)CNC(=O)C=2C=CC=3CCCC3C2
1214,O=C(NCCC1=NC=2CCCCC2S1)C3=CNC=4N=CC=CC34
1215,CC1=CC(C2=CSC(=N2)NC(=O)C=3C=CC=NC3)=C(C)O1
1216,COC=1C=CC(=NN1)C(=O)N2CCC3(C2)CCCCC3
1217,CCN1CCC2CCC(C1)N2CC(=O)N(C3CCCC3)C4CCS(=O)(=O)C4
1218,CC(=O)NC=1C=C(C=CC1F)NC(=O)C(C)SC=2N=CC=CN2
1219,CNC(=O)CNC(=O)C=1C=C(N=C2C=CC=CC12)C=3C=CC=CC3
1220,COC=1C=CC(=CC1S(=O)(=O)N(C)C)NC(=O)CC2CCCC2
1221,CC=1C=CC=2CC(C)C(NC(=O)NCC3(O)CCOC3)C2C1
1222,CCOC=1C=CC(=CC1OC)C2=NC(=C(C)S2)C=3C=CC(=CC3)NC(C)=O
1223,CCC=1N=C(NC(=O)CN2CCC3(C2)CCCOC3)SC1C
1224,CC1=C(NC2CCN(C2=O)C3CC3)C(=O)N(C=4C=CC=CC4)N1C
1225,O=C(NC=1C=CC=2N=C(SC2C1)N3CCCC3)C=4C=CC=NC4
1226,COC=1C=CC(CN(C)C(=O)C2CC(=O)N(C)C2)=C(C1)OC
1227,CCOC1(CCCC1)C(=O)N2CCOC(C2)C(=O)NC
1228,NC(=O)CCN1CCN(CC2=CSC=3C=CC=CC23)CC1
1229,CN1N=CC=2C(=O)N(C=NC21)CC(=O)N3CC(=O)NC=4C=CC=CC43
1230,CN(CCC=1C=CC=CN1)C(=O)C2CCCN2C(=O)C3CCCCC3
1231,COC=1C=CC(=CC1)S(=O)(=O)N2CCCC(C2)C(=O)N3CCN(CC3)C(=O)C4CC4
1232,CC(SC1=NN=NN1C2CC2)C(=O)NC=3C=CC=C4C=CC=CC34
1233,CC1=C(C=NN1C=2C=CC=CC2F)C(=O)N(C)C(C)C=3C=CC=CC3
1234,COC=1C=CC=C(C1)C2=NC=3SC=4SCCCC4C3C(=O)N2
1235,CC=1C=C(NC(=O)C2CC2)SC1C(=O)NCC(C3=CC=CS3)N4CCCC4
1236,CCN1CCN(CC1)S(=O)(=O)C=2C=C(C)C(Cl)=CC2Cl
1237,CC=1OC=CC1C(=O)NC2=NC=3C(C)=CC=C(C)C3S2
1238,CCNC(=O)C1=C(NC(=O)C2COC=3C=CC=CC3O2)SC=4CCCCC14
1239,CCOC=1C=CC(=C(C)C1)S(=O)(=O)NC=2C=CC=C(C(=O)O)C2C
1240,COC(C)C1=NC(=CS1)CN2CCCC2C3=NC=4CCCCC4N3
1241,O=C(CC1CC2CCC1C2)N3CCCN(CC3)C4=NC=CS4
1242,CC(C)N1C(=O)NC=2C=C(C=CC2C1=O)C(=O)NCC3CCOC3
1243,COC=1C=CC(=CC1OC)CNCC2=NOC(=N2)C3CC3
1244,CN(C)C(=O)CN(C)CC=1C=CC(=CC1)N2C=CC=N2
1245,NC(=O)C=1C=CC=C(C1)NS(=O)(=O)C=2C=CC=C3C=CC=NC23
1246,CC=1C=CC(=CC1)OCCNC(=O)C(NC(=O)C2CCCCC2)C(C)C
1247,CC1=NOC(C)=C1COC=2C=CC(=CC2)CC(=O)NC=3C=CC=C(C)N3
1248,CCOC(=O)C=1C(C)=C(SC1NC(=O)CNC2=CC=CC(C)=C2C)C(=O)NC
1249,CN1C=CN=C(C1=O)N2CCC(CC2)NC(=O)NCC3=CC=CO3
1250,CCNC(=O)CN(CC)S(=O)(=O)C=1C=CC(Cl)=CC1F
1251,COCCN(CC(N)=O)CC(=O)N1CCCCCC1
1252,COC=1C=CC=CC1C(C)(C)NC(=O)C=2C=CC(F)=C(C2)NC(C)=O
1253,CC(C)CN1N=CC=C1NC(=O)CC=2C(Cl)=CC=CC2Cl
1254,O=C(COC(=O)COC=1C=CC(F)=CC1Cl)NC=2C=CC(Cl)=CN2
1255,CCC=1C=CC(=CC1)CCC(=O)NC=2C=CC=C(C2)C(N)=O
1256,CC(C(=O)NC=1C=CC(=CC1)C(F)(F)F)N2CCNC(=O)CC2
1257,COC=1C=CC(=CC1F)CN(C)C(=O)CCS(=O)(=O)C=2C=CC(F)=CC2
1258,COC=1C=CC=C(CN2CCCC(O)(CN3C=CN=N3)C2)N1
1259,CO[C@@H]1CN[C@@H](C1)C(=O)N2CCC(CC2)C=3C=CC=CC3C
1260,CC(C)C1=NN=C(NC(=O)CN2C(=O)N(C)C3(CCCCC3)C2=O)S1
1261,O=C(NC=1C=CC=C(C1)C(=O)NC2CC2)C=3C=CC=C(F)C3
1262,CC(OC=1C=CC=CC1)C(=O)NC=2C=CC=C(C2)C(=O)NC3CC3
1263,CCOC(=O)N1CCN(CC1)C(=O)C2=NN(C=C2OC)C=3C=CC=CC3
1264,COC=1C=CC(=CC1)C(=O)NCC(=O)NC=2C=CC(C)=CN2
1265,O=C(OCCC=1C=NNC1)C2=CSC(=N2)C=3C=NC=CN3
1266,CC1=NC(=NO1)C2(CCCCC2)NC(=O)CCCN3C(=O)C4=CC=C(Br)C=C4C3=O
1267,CC(NC(=O)C1CCN(CC1)C(=O)C2CC2)C3=CC=CO3
1268,COC=1C=CC(=CC1F)CN(C)C(=O)CCC2=NC(=NO2)C3=CC=CS3
1269,CC(C)C1=NN(C)C=C1C(=O)N(C)CC=2C=CN=CC2
1270,CC(NC(=O)C1=CN(CC(=O)N(C)C)N=N1)C=2C=CC=CC2Cl
1271,CC=1C=CSC1CN(C)C(=O)C=2C=NN(C2C)C=3C=CC(=O)NN3
1272,O=C(CN1N=NC(COC=2C=CC=CC2)=N1)N3CCCCCC3
1273,CS(=O)(=O)C=1C=CC=C(C1)NC(=O)CC23CC4CC(CC(C4)C3)C2
1274,COCC(=O)NC=1C=CC(=CC1)NC(=O)C=2C=C(ON2)C3=CC=CO3
1275,CC(C)C(NC(=O)C1=CC=C(CN2C=CC=CC2=O)O1)C=3C=CC=CC3
1276,CN1C=CC(=N1)NC(=O)C2CC=3C=C(Cl)C=CC3O2
1277,O=C(CN1C=CC(=O)NC1=O)N2CCCN(CC=3C=CC=CC3)CC2
1278,CC=1OC(=NC1CC(=O)NCC=2C=CC=CC2CN3C=CC=N3)C4=CC=CS4
1279,O=C(CCCC1=CNC=2C=CC=CC12)NCCC=3C=CC=4OCOC4C3
1280,COC[C@@H]1CN(C[C@H]1C=2C=NN(C)C2)C(=O)C3=CC(Cl)=CN3
1281,CN1CCN(CC1)C(=O)CC2=CC=C3OCCC3=C2
1282,CC1=C(C=NN1C=2C=CC(=O)NN2)C(=O)NCC(C)(C)N3CCOCC3
1283,CC=1C=CC=C2C(=O)N(C=NC12)CCCC(=O)NCC3CCCO3
1284,O=C(C1=CC=2C(F)=CC=CC2S1)N3CCCC3C4=NN=C5CCCCCN45
1285,CCC=1C=CC(=CC1)CN2CCN(CC2)C(=O)C=3C=CN=CC3
1286,CCN(CC)C(=O)CN(C)C(=O)C1CCCN(C1)S(=O)(=O)C2=CC=C(C)S2
1287,C1=COC(=C1)C2=NN=C(CN3CCCC3CC4CCCCC4)O2
1288,CN1CC(CCC1=O)NC(=O)NCC=2C=CC(=CC2)C3=CC=CN=C3
1289,CN(CC=1C=CC=CC1N2CCCCC2)C(=O)C3=CSC(=N3)C4=CC=CS4
1290,CN1C=C(Cl)C=C1C(=O)N[C@@H]2CC(=O)N(C)[C@H]2C=3C=NC=CC3
1291,O=C(O)CC1CCCN(CC1)C(=O)CC=2C=CC=C(F)C2F
1292,COC=1C=C(C=C2OCCOC12)C(=O)NCC3=NN=C4CCCN34
1293,CC1OC=2C=CC=CC2OC1C(=O)N(C)CC3=NN=C4CCCN34
1294,CCC=1N=C(NC(=O)CN2CCCC2C(=O)O)SC1C
1295,CC1=CC(=NO1)NS(=O)(=O)C2=CC=CC(Cl)=C2Cl
1296,CNC(=O)C=1C=CC(=CC1)NC(=O)C=2C=CC3=C(C2)CCCN3S(C)(=O)=O
1297,CN1C=C(C(=O)NC=2C=CN=CC2)C(=N1)C=3C=CC=CC3Cl
1298,CC(NC=1N=C(CN2CCOCC2)N=C3SC=C(C4=CC=CS4)C13)C5=CC=CO5
1299,CC(C)(OC=1C=CC(Cl)=CC1)C(=O)NCCC(=O)N2CCCCCC2
1300,COC=1C=CC(F)=C2NC(=CC12)C(=O)N(C)C[C@@H]3C[C@@H](CN3C)OC
1301,COC=1N=CC=CC1C(=O)N2CCC(C2)C=3C=CC=CC3
1302,CC(=O)NC=1C=CC(=CC1)NC(=O)C=2C=CC=3CCCCC3C2
1303,CCNC(=O)C(C)SC1=NC2=CC=CC=C2N1CC
1304,CNS(=O)(=O)C1=CC=C(C)C(=C1)C(=O)NCC2CCOC2
1305,CCOC1CC(O)C21CCN(CC2)C(=O)C=3C=CC=C4NC=CC34
1306,O=C(CC=1C=CC(Br)=CC1)NC2CCN(C2)C3CC3
1307,CS(=O)(=O)NCC(=O)NC1CCCN(C1)C2CCCCC2
1308,CC(=O)NC=1C=CC(=CC1)NC(=O)C2=CSC(=N2)C3=CC=CS3
1309,CN1C[C@@H]2[C@@H](CCCN2C(=O)C=3C=CC=C(C3)CO)C1=O
1310,CC(C)OC=1C=C(O)C=CC1NC(=O)CCC2=NC(=NO2)C(C)(C)C
1311,CC1=NN(CC(=O)NC(C)C2CCCO2)C(=O)C3=CC=CC=C13
1312,CC1=NOC(Cl)=C1CCC(=O)NC(C)COC2=CC=CC(F)=C2
1313,CC1=NOC(C)=C1CNC(=O)N2CCC=3C=C(Cl)C=CC3C2
1314,O=C1N(CC2=NOC(=N2)C3(CC3)C=4C=CC=CC4)N=C5C=CC=CN15
1315,CC(C)OCC(=O)N1CCN(CC1)C(C)C(=O)NC2CCCC2
1316,CC(C=1C=CC(F)=CC1F)N2CCC(CC2)C(=O)NC=3C=CC=CN3
1317,COC(=O)COC=1C=CC=C(C1)NS(=O)(=O)C=2C=C(C=C(C)C2C)C(=O)O
1318,CC1CN(CCO1)S(=O)(=O)C=2C=CC(=CC2)N3CCCC3=O
1319,CC(CNS(=O)(=O)C=1C=CC(F)=CC1Cl)N2CCOCC2
1320,COC=1C=CC=C(C2=NC(=CS2)C(=O)NC3CCCC3)C1OC
1321,O=S(=O)(C=1C=CC=C(C1)C(F)(F)F)N2CCN(CC3=NOC(=N3)C4CC4)CC2
1322,O=C(NCCSC1=NC(CC2=CC=CS2)=NN1)C3CCCC3
1323,CC=1C=C(C(=O)N2CCCC2)C=3C=NN(CC4=CC=CS4)C3N1
1324,CC(C1=NC=2C=CC=CC2S1)N3CCN(CC(=O)N4CCOCC4)CC3
1325,CC(NC(=O)C1=CC(=O)C=2C=CC(F)=CC2O1)(C(N)=O)C=3C=CC=CC3
1326,CC(C(=O)N1CC(=O)NC=2C=CC=CC21)N3CCOCC3
1327,O=C1NC(CN2CCN(CC2)C=3C=CC=CC3F)=NC=4C5=CC=CC=C5OC14
1328,CC=1C=C(C=CC1Br)NCC(=O)NC2(C)CCS(=O)(=O)C2
1329,CC1=CC(C)=NN1C=2C=CC=CC2CNC(=O)N3CCSCC3
1330,CC=1C=CC(C)=C(C1)SCC(=O)NC2=NN=C(O2)C3CCCO3
1331,CC1=NN(C=2C=CC(F)=CC2)C=3N=CC(=CC13)C(=O)NC=4C=NN(C)C4
1332,CC=1C=CN(C)C(=O)C1NC(=O)N2CCCC2C(C)(C)O
1333,CC1=NC(=NO1)C2CN(CC3=CC=CC=C3Br)CCO2
1334,CCCC=1SC(=CC1CC)C(=O)NCC2CCN(C2)C(N)=O
1335,CN(CC=1C=CC=CC1)C2CCN(C2)C(=O)C=3C=COC3CC(N)=O
1336,CNC=1C=CC(=CN1)C(=O)N2CCCC(C2)C3=NN=CN3
1337,C=1SC(=NC1CN2CCN3C(=NN=C3C2)C4CC4)C=5N=CC=CN5
1338,CC(C)NS(=O)(=O)C=1C=CC=C(C1)C(=O)NC2CCCN(C2)S(C)(=O)=O
1339,COC=1C=CC(=CC1)OC=2N=CC=CC2NC(=O)N3CCN(CC3)C(C)CO
1340,CC=1NC(=O)NC(=O)C1CCC(=O)N2CCNC(=O)C2C(C)C
1341,CCCNC(=O)C(C)N1CCN(CC=2C=CC(=CC2)C(F)(F)F)CC1
1342,O=S(=O)(C=1C=CC=C(F)C1F)N2CCCCC2C=3N=CNN3
