,SMILES
2791,O=C1CCCN1CC=2C=CC=CC2NCC3=CN=C(S3)C=4C=CSC4
2792,O=C(NC=1C=CC=C2CNC(=O)C12)C3=CN4CCCCC4=N3
2793,O=C(CN1C(=O)NC(=O)C=2C=CC=CC21)NC=3C=CC=C(C3)N4CCCNC4=O
2794,CSCC(C)C(=O)N1CCC(CC1)C(=O)NC2CCN(CC2)C=3N=CC=CN3
2795,CC1CCNC(=O)C1NC(=O)NCC2(CC2)N3CCOCC3
2796,CS(=O)(=O)C=1C=CC=2OCCN(C(=O)C3OCCC4=CC=CC=C43)C2C1
2797,CS(=O)(=O)CC=1C=CC(=CC1)CNC(=O)C=2C=NN3CCCCC23
2798,O=C(NC1CCN(CC(F)(F)F)C1=O)C2=CC=3OC=CC3N2
2799,CC=1C=CC=C(C1)OC=2C=CC=CC2C(=O)N3CCCC(C3)C(O)C(F)(F)F
2800,COC=1C=C2CCN(CC=3C=C(NN3)C(F)(F)F)CC2=CC1OC
2801,O=S(=O)(NC1=CC(F)=C(F)C=C1Cl)C=2C=NN(C2)C3CCOC3
2802,CC1=NOC=2N=CN=C(NCC3CCOC=4C=CC=CC43)C12
2803,OC=1C=CC=2CC(CCC2C1)NCC3=CNN=C3C=4C=CC=CC4
2804,CN1C=C(C=N1)C2=NN(C)C=C2C(=O)N3CCC(CC3)C(F)F
2805,CCCC1(CO)CCCN1C(=O)C(C)NS(=O)(=O)C2=CC=CS2
2806,CC=1C=CC(=CC1)[C@H](O)CNC=2C=CC(=C3C=CC=NC23)S(N)(=O)=O
2807,O=S(=O)(NCCN1CCCC1)C=2C=NC=3C=CC=CC3C2
2808,CC=1C=CC(=CC1Br)CSC2=NN=C(C=3C=CC=CN3)N2CC4=CC=CO4
2809,CC=1C=C(Cl)C=CC1CC2=NOC(CC=3C=CC(O)=CC3)=N2
2810,CC1=CC(=NN1)C2=NC(CN3C(=NC=4C=CC=CC43)C(C)C)=NO2
2811,CC=1C=CC=CC1C(=O)NC2CCN(CC2)C(=O)CC3CCCCO3
2812,COC=1C=CC(=CC1OC)C2(CCCC2)C3=NOC(CC4CCOCC4)=N3
2813,COC=1C=C(C)C(=CC1OC)C(=O)N(C)C2CCCN(C2)C=3C=CC=NN3
2814,O=C1C2CCCCN2C(=O)N1C=3C=CC=4N=C(OC4C3)C5CC5
2815,O=C(CN1CCOCC1)NC2(CCOCC2)C=3C=CC=C(C3)C(F)(F)F
2816,CCC(CC=1C=CC(C)=CC1)NC(=O)NC(C2=NN=CN2)C=3C=CC=C(C3)C(F)(F)F
2817,CC=1C=CC(CNC(=O)NC2=NN=C(S2)C=3C=CC=CN3)=C(C1)OC(C)C
2818,CN1C=C(C(=O)NCC=2C=CC=NC2N3C=CN=C3)C(=N1)C=4C=COC4
2819,CC1=CSC(=N1)N(C)C(=O)CN2CCC=3C=CC=CC3C2=O
2820,O=C(NS(=O)(=O)CC1CCCCC1)C2CCC(CC2)C(F)(F)F
2821,CCCN1N=CC(C(=O)N2CCCC3(C2)NC(=O)NC3=O)=C1C4CC4
2822,O=C(CN1C(=CC=2C=CC=CC21)C=3C=CC=CC3)N4CCCC5(C4)NC(=O)NC5=O
2823,CC=1C=CN2N=CC(C(=O)NC3CCCN(CC(F)(F)F)C3=O)=C2N1
2824,CC(=O)N1CCC=2C=C(C=CC21)C(=O)NC3=CC=CC(=C3)C4=NN=C(C)N4C
2825,CCC1=NC(C)=CN1S(=O)(=O)C=2C=C(C)C(=CC2C)OC
2826,CCOC=1C=C(C=CC1Br)S(=O)(=O)NC=2C=CC=C3C=CC=NC23
2827,COC1=CC=2CCN(CC2C=C1OC)C(=O)CC3=CN(C)N=C3C
2828,CC1=NOC(=N1)C=2C=CC(=CC2)C(=O)NC(C)(CC(=O)O)C(C)C
2829,CCOC=1C=CC=CC1N2CCN(CC2)C(=O)C3=CN(N=N3)C4=CC=CN=C4
2830,CC=1C=CC(=CC1)C(=O)N2CCC(CC2)NC=3N=CN=C4NC5=CC=CC=C5C34
2831,FC(F)(F)C=1C=CC=CC1C2CN(CCO2)C=3C=CC4=NN=CN4N3
2832,CC1=C(C=NN1C2CCOCC2)NC=3N=CN=C4C=CC(F)=CC34
2833,COC(CC=1C=CC=CC1)C(=O)N2CCC(O)(CC3=CC=CC(F)=C3)CC2
2834,O=S1(=O)CCC(C1)C2=CSC(=N2)C=3C=CC=4OCCOC4C3
2835,"CC1=NOC(=N1)C2CN(C2)C(=O)[C@H]3CCCC[C@H]3C=4C=CC=CC4 |&1:12,17,r|"
2836,O=C1NC(=O)C2(CCCN(C2)S(=O)(=O)C=3C=CC(=CC3)OC4CC4)N1
2837,CN(C1(CO)CC1)S(=O)(=O)C2=CC=C(C#N)C(=C2)C(F)(F)F
2838,CCN1C=C(N=C1C)S(=O)(=O)N2CCC=3C(Cl)=CC(F)=CC3C2
2839,O=C(C=1OC=NC1C=2C=CC=CC2)N3CCOCC43CC4
2840,C[C@H](NC(=O)C1(C#N)CC21CCCC2)C=3C=CC(Br)=CC3F
2841,COC1CC(N(C)S(=O)(=O)C2=CC=C3NC(=O)C=NC3=C2)C41CCC4
2842,CC1CN(CC=2C=CC=CC2O1)C(=O)CS(=O)(=O)C3CC3
2843,CN1N=C(C(=O)NS(=O)(=O)C=2C=CC(F)=CN2)C=3CCCCC31
2844,"CN1C(=O)C=2C=C(C=NC2N(C)C1=O)NC(=O)[C@@H]3C[C@H]3C4=CC=CC(Cl)=C4 |&1:17,19,r|"
2845,O=C(NC=1C=CC=NC1N2CCOCC2)N3CCCC=4C=CC=CC4CC3
2846,CC(NC(=O)N1CCN([C@@H](C)C1)S(C)(=O)=O)C=2C=CC=C(C2)C3CC3
2847,CC=1C(=NN(C)C1NC(=O)N2CCC(O)CC(C)(C)C2)C(F)(F)F
2848,COC=1C=CC(C)=NC1NC(=O)N2CCCC=3C=CC=CC3CC2
2849,CN1N=CC(NC(=O)N2CCCC(C)(F)C2)=C1C=3C=CC=CC3
2850,CC(=O)N(C=1C=CC(=CC1)NC(=O)N2CCN(CC2)C=3N=CC=NC3C)C4CC4
2851,CC=1C=CC=C(C1C)C(NC(=O)C2CC=3C=CC=CC3O2)C(=O)O
2852,"O=C(O)[C@H]1CN(C[C@H]1C=2C=CC=CC2)C(=O)CCC3CCOCC3 |&1:3,7,r|"
2853,CN(C)C=1C=CC=C(CNC(=O)C2CN(C2)C(=O)C3CCCCC3)N1
2854,CCN1C=CN=C1C(C)NC(=O)C=2C=CC=3C(=O)N(CC)C(=O)NC3C2
2855,"CC=1C=CC=C(C1)C2(CCCC2)C(=O)N[C@@H]3COC[C@H]3O |&1:15,19,r|"
2856,NS(=O)(=O)C1=CC=C(O1)C(=O)N2CCOCC32CCCCC3
2857,CC1(C)CN(CCN1C(=O)C2=CC(Br)=CO2)C(=O)C3CC3
2858,O=C(N1CCC(CC1)C2=CC=CC(Cl)=C2)C3(CO)CCOCC3
2859,CC1=NC=CN1CC(=O)N2CC(CC3COCC(=O)N3)C=4C=CC=CC42
2860,CC(NC(=O)C1CCCC1)C(=O)N2CCC(C(F)(F)F)C3(CCOCC3)C2
2861,O=C(NCC1=NC(=NN1)C2=CC=CO2)N3C[C@@H]4C[C@H]3CS4
2862,CCC=1N=C(NC(=O)NC(CO)CC(O)C=2C=CC=CC2)SC1C(C)(C)C
2863,O=C(CC=1C=CC=C(Cl)C1Cl)N2CCCC(C2)C3=NC(=O)NN3
2864,COC=1C=C2N=CC=C(C2=CC1OC)N3CCCC(C3)C4=NN=CN4C
2865,CC[C@H](NC(=O)N1CCOC2(CCCOC2)C1)C=3C=CC=CC3
2866,CC1=C(NC=2C(Cl)=CC=CC12)C(=O)N3CC(F)CC3CO
2867,O=C(C=1C=C(C=CC1F)N2CCCC2=O)N3CC(O)CC3C=4C=CC=CC4
2868,CC(OC=1C=CC(=CC1)C(C)(C)C)C(=O)N[C@H]2C[C@H](C2)C(=O)O
2869,CC=1N=CC(=CC1C#N)S(=O)(=O)NCCN2CC=C(CC2)C(C)(C)C
2870,CCC(C(=O)N1CCOC=2C=CC(=CC21)OC)N3CCCC3=O
2871,CC=1C=CC(=C(F)C1)N(C)C(=O)C2CCN(CC2)C(=O)CCC=3C=CC=CC3
2872,CC1(CC=2C=CC=CC2)CN(C1)C(=O)NC=3C=CC=4OCCNCC4C3
2873,CC1=NC(=NN1)C2CCN(C2)C(=O)NC=3C=CC(Br)=C(C)N3
2874,O=C(NC1CCCC1)N2CCCC(C2)C3=NC(=NO3)C4=CN=CC=N4
2875,O=C(NCC=1C=CC=2COCC2C1)NC3CCC(CC3)N4CCNCC4
2876,O=C(NS(=O)(=O)C=1C=CC=C2OC(F)(F)OC12)C3C4CCCCC34
2877,O=C(O)C(F)(F)F.CN(C(=O)CN1CCCC(CCC(=O)O)C1)C2CCCC=3C=CC=CC32
2878,CC1=CC(=O)C(C2=NOC(=N2)C3CC3C4=CC=C5OCCOC5=C4)=C6CCCN16
2879,COC=1C=CC(=CC1)C2=NN=C(S2)N3CC[C@@H](C3)OC(F)F
2880,CS(=O)(=O)CC1CCC(CC1)NC2=NC(=NS2)C3CCCC3
2881,CCCN1CC(CNC(=O)N2CC(C)OC(C2)C3CC3)CC1=O
2882,CC=1C(Cl)=CN=CC1NC(=O)N2CCCC(CCO)CC2
2883,CC1=CC(=NN1C(C)C)NC(=O)N2CCOC3=CC=C(C)C=C3C2
2884,CC1(CC=2C=CC(F)=CC2)CCCN1C(=O)COC3=CC=CN=C3
2885,CN1N=NC=2C(=CC=NC21)C(=O)N3CCCC(CC(F)(F)F)C3
2886,CC1=NN(CC=2C=CC=CC2Cl)C(C)=C1C(=O)N3CC(C)CC(C3)C(=O)O
2887,CCC1(CNC(=O)N2CC3CCC2CN3)OCCC=4C=CC=CC41
2888,O=C(CN1CCCCC(O)C1=O)N2CCOC3=C(F)C=CC=C3C2
2889,CN1C(=O)C=2C=C(C=NC2N(C)C1=O)C(=O)N3CCCC(C3)N4C=CN=N4
2890,CC(C)N1N=CC=C1C(=O)N2C[C@H]3OC=4C(F)=CC=C(F)C4O[C@H]3C2
2891,"CN1C=C(N=N1)C(=O)N2CC[C@@H](O)[C@H]2C=3C=CC(Cl)=CC3 |&1:11,13,r|"
2892,CC=1C=CC(=NN1)C(=O)N2CCC(CC2)C3=NNC(=O)O3
2893,CN1C(=O)NCC21CCN(CC(=O)NCC3CCCO3)CC2
2894,CN1N=C(C=C1C2CC2)C(=O)NC=3C=C(C(N)=O)C(Cl)=CC3Cl
2895,"N#C[C@H]1CC[C@H](C1)NC(=O)N2CCOC(C2)C3=CC=C(F)C=C3Cl |&1:2,5,r|"
2896,CN1C=CN=C1C(O)C2CCCN(C2)C=3C(C#N)=CN=C4C(Cl)=CC=CC34
2897,COC(CS(=O)(=O)N1CCCC(C1)C2=NN=CN2)C(C)C
2898,CCN1CCN(CC1)C(=O)C(C)OC=2C=CC(=CC2)S(C)(=O)=O
2899,CC1=NSC(=N1)NC2CCC=3NC=4C=CC(C)=CC4C3C2
2900,CC=1C=CC(=CC1NS(C)(=O)=O)C(=O)NC2CCC3=CC=CC=C3C2
2901,CC1=CC=CN2C(=O)C=C(COC(=O)C3=CC=4C=C(Br)C=CC4N3)N=C12
2902,O=C(CC=1C=CC=2C=NNC2C1)NC3CC3C=4C=CC=CC4Cl
2903,CO[C@H]1CNCC1NC(=O)C2=CC=C3C=CC(Cl)=CC3=N2
2904,CC=1C=CC(NC(=O)C2=CC=CN(C)C2=O)=C3C=CC=NC13
2905,O=C(CCC1=CNC=N1)N2CCC(CC2)C3=CNC=4C=C(F)C=CC34
2906,CCN1CCOC(C1)C(=O)N2CCC(CC=3C=CC(F)=CC3)C2
2907,CC(C)NC(=O)NC=1C=CC=C(C1)C(=O)NC(C2=NN=CN2)C=3C=CC=CC3
2908,CC=1C=CC(C2=NN=C(O2)SCCCN3C=CN=C3)=C(C)C1
2909,O=C(NCCN1C(=O)CNC1=O)C=2CCC(=O)N(N2)C=3C=CC=CC3
2910,COC=1C=CC(=CC1)C23CC4CC(CC(C4)(C3)C(=O)NC=5N=CN(CC=6C=CC=NC6)N5)C2
2911,O=C(NC=1C=CC(F)=CC1)NC2CCN(C2)C=3C=CC4=NN=C(C5CCCO5)N4N3
2912,CCN1CCN(CC1)C(=O)CC=2C=CC(=CC2)NC(=O)CC=3C=CC(=CN3)OC
2913,CCOC=1C=CC(=CC1OC)NC(=O)NC2CCC3=NN=C(C)N3C2
2914,CC1=NN(C)C(C)=C1CNC2=CC=C(C)C(=C2)S(C)(=O)=O
2915,O=C(C=1NC=2C=CC(F)=CC2C1Cl)N3CC=C(C3)C=4C=CC=CC4
2916,CC=1C=NN(C1)CCC(=O)N2CCOC(C2)C3=NOC(C)=N3
2917,CC=1C=CC(=CC1)C(C)N(C)C(=O)NCC=2C=CC=C(C2)CN3C=NC=4C=CC=CC43
2918,CCN1CC[C@H]2OCCN(C(=O)C3=NNC=4C=CC=CC34)[C@H]2C1
2919,CC1(C)CCCC1(O)CNC(=O)CC2CCCS(=O)(=O)C2
2920,CC(=O)NC(C)(C)C1=NOC(=N1)C=2C=CC3=C(C2)NC(=O)N3C4CCCC4
2921,O=C(C=1C=CNC1C2CC2)N3CCCNC(=O)C3CC=4C=CC=CC4
2922,CC(C)(C)C(O)CNC(=O)NCC=1C=CN=C(C1)OC(F)F
2923,CC1C(=O)NCCN1C(=O)C2=CSC(=N2)C3=CC=C(F)C(F)=C3
2924,CC(=O)NC1CC=2C=CC=CC2N(CC3=CNN=C3C4=CC=C(C)O4)C1
2925,CC1=NNC(NC(=O)CCC2=NC=3SC=4CC(C)CCC4C3C(=O)N2)=C1C#N
2926,CC(NC(=O)N1CCC(CC1)C(=O)N2CCC(C)CC2)C3CCCOC3
2927,O=C(NC=1C=CC(=CC1)NC=2N=CC=CN2)C=3C=NN4C=CN=CC34
2928,COCCN1C=C2CCCC(NC(=O)C3CCOC(C)C3)C2=N1
2929,CCOC=1C=CC(=CC1)[C@@H]2C[C@H]2NC(=O)C=3C=NN4C=CN=CC34
2930,COC=1C=CC=CC1C=2C=CC(=CC2)C(C)NC(=O)C3(CC3)C(=O)O
2931,O=C(CN1N=NC(=N1)C2CC2)N3CCCC=4C=CC=CC43
2932,O=C1CC2(CCC=3C=CC=CC32)C(=O)N1CCOC=4C=CC=CC4
2933,CCOC=1C=C(C=CC1OC)CNC(=O)N2CCCC2C=3C=NN(C)C3
2934,NC=1N=CC=NC1C(=O)NC=2C=CC=C(C2)C3=NNC=4CCCCC34
2935,CC=1C=CC=CC1C(=O)NC2CCN(CC2)C(=O)C=3C=NN4C=CC=NC34
2936,O=C(CC1OCCC=2C=CC=CC21)N3CCNC(=O)C3C=4C=CC=CC4
2937,CC(C)(C)N1C=C(C=N1)C(=O)NC=2NN=C(C2C#N)C3CC3
2938,O=C(N[C@@H](CO)C=1C=CC=CC1)C2(CCC2)N3CCOCC3
2939,COC=1C=CC=C(C1)C(=O)NCC(=O)NC2CC(C)(C)OC=3C=CC=CC32
2940,O=C(C=1C=CC=C(C1)C2=NC=NN2)N3CCOC(C3)C=4C=CC(=CC4)C(F)(F)F
2941,CC1COC=2C=CC=CC2CN1C(=O)C=3C=CN=C(C3)N4C=CN=C4
2942,CC(C)C(NC(=O)NC1CCC2=NC=NN2C1)C3=CC=CC=C3Cl
2943,CC(C)N1N=NN=C1C=2C=CC(=CC2F)NS(=O)(=O)C=3C=NN(C)C3
2944,COC=1C=CC(=CC1)C=2NC=3C=CC=CC3C2CCC(=O)NS(=O)(=O)C4=CC=CS4
2945,CN1C(=O)C=2C=CC(=CC2C1=O)NC(=O)C3=CC=4C=C(C=CC4O3)[N+]([O-])=O
2946,COC1CCCN(CC1)C(=O)C=2C=CC(=CC2)S(=O)(=O)CC(=O)N(C)C
2947,CC=1C=CC(=CC1NC(=O)C=2C=CN=C(C2)C3CC3)C(N)=O
2948,CC1=CC=NN1C=2C=CC(=CC2)C(=O)NC3=NC(=CS3)C=4C=CC=C(C4)N5C=NN=N5
2949,O=C(O)CCCN1CCCN(CC1)C(=O)C=2C=CC(F)=CC2
2950,OCC(NC=1N=CN=C2C=3C=CC=CC3OC12)C=4C(F)=CC=CC4F
2951,CC(C)(NC(=O)NC1=C2CCCC2=NN1C=3C=CC=CC3)C4=NC=CS4
2952,CN(C)C=1N=CC=CC1CNC=2C=CN(N2)C=3N=CC=CC3F
2953,FC(F)(F)C=1C=C(N=C(N1)C=2C=CC=NC2)NCC3CCOCC3
2954,COC=1C=CC=2CC(CCC2C1)NC(=O)C=3N=CC(C)=CC3C
2955,CC(C)(C)OC(=O)NC1CCCC2CN(CC12)C(=O)C3(CC=4C=CC=CC4)CC3
2956,O=C(NCC=1C=CC=2N=CC=CC2C1)C3(CCCCC3)S(=O)(=O)C=4C=CC=CC4
2957,CC=1C=CN(N1)C=2C=CC(=CC2)C(=O)N3CCNC(=O)C3C=4C=CC=CC4F
2958,CC1=C(N=NN1C=2C=CC=CC2Cl)C(=O)NCC=3C=CC=4NC(=O)NC4C3
2959,O=C(NC1COC=2C=C(F)C=C(F)C21)C=3C=CC=CC3OC(F)F
2960,COC=1C=CC(=CC1OC)C(=O)N2CCC(CC2)NC(=O)C=3C=CC=C(C)N3
2961,CC(=O)N(C)C=1C=CC=CC1NC(=O)C=2C=CC=C3C=CC=NC23
2962,CN(C)C(=O)C1=CN=C(NCCOC2CCCCCC2)C(Cl)=C1
2963,O=C(CCC1CC2=CC=CC=C2NC1=O)N3CCC=4C(=O)NC=NC4C3
2964,O=C(O)C1CCN(CC1(F)F)S(=O)(=O)C=2C=NN(C2)C=3C=CC=CC3
2965,CC1=NC(=NO1)C2=CC=CC=C2NC(=O)N3CCC(CN(C)C)C3
2966,CC(NC(=O)CC1CCCCC1)C(=O)NC2CCCN(C2)C3=CC=CN=N3
2967,CC1=C(N=NN1C=2C=CC(=CC2)OC(F)F)C(=O)N3CCCC3CNC=4C=CC=C(C)N4
2968,COC1=NC=NC(OC)=C1C(=O)N2CCC(CC=3C=CC(F)=CC3)C2
2969,COC1CN(CCO1)C(=O)C2=CSC(CC=3C=CC(F)=CC3)=N2
2970,CC1(C)C(CS1(=O)=O)NC(=O)C=2C(F)=CC=CC2SC=3C=CC(Cl)=CC3
2971,CC(NC(=O)C1=CC=CO1)C(=O)N2CCC(CC=3C=CC(F)=CC3)C2
2972,CC=1C=CC(=CC1N2CCCC2)C3=NOC(=N3)C4CC54CCOC5
2973,CC=1C=CC(=CN1)C2=NC(=NO2)C3(CCC3)NC(=O)C=4C=CC=CC4
2974,O=C(NCC=1C=CC(=CC1)N2C=CC=N2)C3=CC(=O)NC4=CC=C(F)C=C34
2975,CN1C=C(C=N1)C2CCCN2C=3C=CC(=NN3)C(=O)NC=4C=CC=CC4
2976,CCN1C=NC=2C(=NC=NC21)OC=3C=CC(=CC3)N4C=CC=N4
2977,CC=1C=C(N=C(C)N1)C(=O)N2CC=3C=CC=CC3C[C@H]2C(N)=O
2978,CC(C)C(=O)NC1=NC(=CS1)CC(=O)N2CCCN(C)C=3C=C(F)C=CC32
2979,O=C(C1=CC=2CCC=3C=CC=CC3C2S1)N4CCCCC4C=5N=CON5
2980,COC=1C=CC(=CC1)S(=O)(=O)N2CCN(CC2)C(=O)C3=CC(=O)NC=4C=C(F)C=CC34
2981,CCC=1OC=NC1C(=O)N2CCN(CC2)C(=O)C=3C=CC=4OCOC4C3
2982,CCOC(=O)C=1C(C)=C(SC1NC(=O)CN(C)CC=2C=CON2)C(N)=O
2983,CC=1C=CC=C(C1)C(C)C(=O)NC2CC(=O)N(CCN3CCOCC3)C2
2984,CC(=O)NC=1C=CC=C(C1)C(=O)NCC2=NN=C(C(C)C)N2C
2985,CCC1=CC(=NO1)NC(=O)C2CCCN(C2)C(=O)C=3C=CC=CC3
2986,CC=1N=CC=C(N1)N2CCN(CC2)C=3C=C(N=CN3)N4CCCC4CO
2987,O=C(CC=1C=CC=C(Cl)C1F)N2CCN(CC2)C(=O)C3=CC(F)=CC=C3F
2988,CC1(C)CC=2C=C(C=CC2O1)S(=O)(=O)NC3=NOC(=N3)C4CC4
2989,ClC=1C=CC=CC1N2CCC(C2)C3=NC(=NO3)C=4C=CC=C5NC=CC45
2990,CC1=NOC=2N=CC(=CC12)S(=O)(=O)NC=3C=CC(=CC3)CN4C(=O)CCCC4=O
2991,COC=1C=CC(=CC1OC(C)C)NC(=O)C2CC(=O)N(C2)C=3C=NNC3
2992,CC(C)CNC(=O)N1CCCC(C1)C2=NC(=NO2)C3=CC=CS3
2993,CCC1=NN(C)C=C1NC(=O)C2CCN(C2)C=3C=CC=CC3Cl
2994,CCCC(=O)NC=1C=CC(=CC1)CNC(=O)CN2CC3CN4CCCCC4C3C2
2995,CC1C(=O)NC=2C=C(C=CC2N1C)C3=NC(=NO3)C4=CC=C(N=C4)N5CCCC5
2996,CC1=C(N=NN1C)C(=O)NC=2C=CC(=CC2)OCC=3C=CN=CC3
2997,O=C(NCCC1=NC(COC=2C=CC=3C=CC=CC3C2)=NO1)C4CCCCC4
2998,CCOC=1C=CC(=CN1)C2=NOC(=N2)C3=CC(Cl)=C(OCC)C(=C3)OC
2999,COC=1C=CC=2OC(C)=C(C(=O)NCC3(CC4=CC=CC=C4C3)N(C)C)C2C1
3000,NC(=O)C=1C=CC(=CN1)C2=NOC(=N2)C3(CCC3)C=4C=CC(F)=CC4F
3001,CN1C=NC=2C=C(C=CC21)C(=O)N3CC=4C=CC=CC4OC(C)(C)C3
3002,CCOC1CC(N(C)C(=O)C=2C=CC(=CC2)C=3N=CON3)C41CCCCC4
3003,CC=1C=C(C)N=C(C1)C2=NOC(=N2)C(CC(C)C)N3CCCCC3=O
3004,CN1N=C(C=C1C2CC2)NC(=O)CNC(=O)C=3C=CC(Br)=CC3
3005,CC=1C=NC(=NC1)C2=NOC(=N2)C3CC3C=4C=CC=5OCCOC5C4
3006,CCC=1C=NC=CC1C2=NOC(CC(C)C=3C=CC=CC3C)=N2
3007,CC=1C=CC(=CC1)N2CCC(NC(=O)C3=NNC(=O)C=4C=CC=CC34)C2=O
3008,O=C(NC=1C=CC=2CCC(=O)NC2C1)C3CC(=O)N(CCN4CCOCC4)C3
3009,CCOC1CC(N(C)CC(=O)NC2=NC=CS2)C31CCCCC3
3010,CSCC=1C=CC=NC1C(=O)NC=2C=CC=C(C2Cl)C(F)F
3011,CC=1C=CC=CC1C2(CCCC2)C(=O)N3CCCC(O)(C3)C4=CNN=N4
3012,COC=1C=CC(=CC1)CCC(=O)N2CCCN(CC2)C(=O)C3=COC(=N3)C4CC4
3013,CC1(CO)CCN(CC1)C(=O)NCCCN2C=CC=3C=CC=CC32
3014,CS(=O)(=O)C=1C=CC(=CC1)CCNC(=O)C=2C=CC=3OCCOC3C2
3015,CCN1C(=NN=C1N2CC=3C=CC=CC3C(C2)C=4C=CC=CC4)C5=NNC(=O)C=6C=CC=CC56
3016,CC=1C=CN=C(C1)NCC=2C=CC(=NC2)N3CCOC(C)C3
3017,CC=1C=CC=2C(C)=CC(=NC2C1)N3CCN(CC3)C=4C=CN=C(C)N4
3018,CC=1N=C(SC1C)C2CCCN(C2)C(=O)C=3C=CC4=C(C3)NC(=O)N4C
3019,CN1C(C(=O)N2CCCC(C2)S(C)(=O)=O)=C(Cl)C=3C=CC=CC31
3020,CCOC=1C=CC(=CC1C(=O)O)S(=O)(=O)NC2=CN(C)N=N2
3021,CN1C=C(C=N1)CC2CCN(C2)C(=O)CNC(=O)C=3C=CC(=CC3)C(C)(C)C
3022,O=C(C=1C=CC=NC1N2CCC(CC2)C3=NC=4C=CC=CC4N3)N5CCC=6C=CC=CC65
3023,CC1=NC(C)=C(O1)C(=O)NC2=C(OC=3C=CC=CC23)C(=O)N4CCOCC4
3024,CC=1C=C(N=C(C)N1)C(=O)NCC2=C3CCCCC3=NN2C
3025,COCCC1COCCN1C(=O)CCC=2C(=O)NC(C)=NC2C
3026,CC=1N=CN(C1C)C=2C=CC(=CC2)NC(=O)C3=CN(CCC(C)C)N=N3
3027,COCCC1COCCN1C(=O)CC2=CC=C3OCCOC3=C2
3028,O=C1NCC=2C(=CC=CC12)NCC=3C=CC(=CC3)C4CCCC4
3029,CC(C=1C=CSC1)N2CCN(CC2)C(=O)C3=CC=4C=CC=CC4C(=O)N3
3030,CN1CCOC(C1)C(=O)NC(CC=2C=CC=CC2)C(=O)N3CCOCC3
3031,O=C(NCCC1=NC(=NN1)C=2C=CC=CC2)C3=CC=C(F)C(F)=C3
3032,NS(=O)(=O)CC=1C=CC=C(C1)NC(=O)C2CCCN(C2)C=3N=CN=C4SC=CC34
3033,CCNC(=O)C=1C=CC(=CC1)NC(=O)C=2N=CSC2C(C)C
3034,CC(C)C=1OC=CC1C(=O)N(C)C2CCCN(C2=O)C=3C=CC=CC3
3035,COCC1=CC(=NO1)C(=O)NC=2C=NN(C2)CC(=O)N3CC(C)OC(C)C3
3036,CCC1=CN=C(NC(=O)C2CCN(CC2)C(=O)C=3C=CC=CC3)S1
3037,CCC1=CN=C(NC(=O)C=2C=CC=C(C2)S(=O)(=O)N3CC(C)OC(C)C3)S1
3038,CCC(CC)(NC(=O)C=1C=CC(=CC1)OC=2C=CC(C#N)=CC2C)C(N)=O
3039,COC=1C=CC=CC1N2CCC(C2)NC(=O)CC3=NOC4=CC=CC=C34
3040,COC=1C=CC2=C(C1)CCN2C(=O)C=3C=CC=C4C=NC=CC34
3041,COC=1C=CC=CC1N2CCC(NC(=O)NCC=3C=CC(=CC3)C(N)=O)C2=O
3042,COC=1C=CC(=CC1)C2CCN(CC2)C(=O)C=3C=CC(C)=C(C3)NC(=O)C=4C=CC=CC4
3043,O=C(NCC=1C=CC=C(C1)N2C=CN=C2)NCC(CO)CC=3C=CC=CC3Cl
3044,O=C(NCC1CCN(CCC=2C=CC=CC2)C1)N3CCN4C(=O)NCC4C3
3045,CC1=NN(C)C(C)=C1C2CCCN2C(C)C3=NC(=NO3)C4=CC=CC=C4C
3046,CNC(=O)CN1C=C(C=N1)NCC=2C=CC=C(C2)C=3C=CC(C)=CC3
3047,COC=1C=CC(F)=CC1C(=O)NC2CCN(C2)C=3N=CC=CC3Cl
3048,O=C(NCC1(CC=2C=CC=CC2)CCC1)C=3C=CC=C4C=NNC34
3049,COC=1C=CC(=CC1)C2=NC(C)=C(S2)C(C)NC(=O)NCC3=CNN=C3C
3050,O=C(C=1C=CC=CC1)N2CCC(CC2)C(=O)N3CCCC4=NNC=C43
3051,COC=1C=CC=C(C1)CC(=O)NC=2C=CC(F)=C(C2)C=3N=CNN3
3052,CN1C=C(C(=O)NCC2=NN=C(C3CC3)N2C4CC4)C(=N1)C5CCCCC5
3053,COC=1C=CC(OC)=C(C1)CN(C(=O)C2CN(C)CCO2)C3CC3
3054,CCOC=1C=C(Cl)C=CC1NC(=O)C=2C=CC=3NC(=O)C(=O)NC3C2
3055,CCN1C(=NC=2C=CC=CC21)C3CCCN3C(=O)C=4C=NN(C4)C(C)C
3056,COC=1C=C2CCC(=O)NC2=CC1NC(=O)C=3C=CC=4NC=NC4C3
3057,CN(CC1=CC=C(Cl)S1)C(=O)CN2C=NC=3CCCC3C2=O
3058,FC=1C=CC(=CC1F)CC2CCN(CC2)C3=NC=CN4C=NN=C34
3059,O=C(CCN1C=CC=CC1=O)N2CCC(CC2)C=3C=CN=CC3
3060,COC=1C=CC(=CN1)C(=O)NC2CCCN(C2)C3=CC(C)=NN3C
3061,CN(C)C(=O)CN1C=C(N=N1)C(=O)N2CCOCC=3C=CC=CC32
3062,COC(C(=O)N1CCN(CC1)S(=O)(=O)N(C)C2CCCCC2)C3CC3
3063,O=C(NC1CCN(CC1)C2CCCC2)C=3C=CC(F)=C(F)C3F
