,smiles
18079,CS(=O)(=O)CCC(=O)N1CC[C@]2(CN(C(=O)CCc3nc(N)n[nH]3)CCO2)C1
18080,CN(C)S(=O)(=O)N(C)CC(=O)N1CCC[C@H](S(=O)(=O)N2CCOCC2)C1
18081,CCOC(=O)N[C@H](O)C(=O)N1CCO[C@]2(CCN(C(=O)CCn3cncn3)C2)C1
18082,Nc1n[nH]c(CCC(=O)N2CCO[C@@]3(COCCN(C(=O)Cn4cncn4)C3)C2)n1
18083,CC(=O)N[C@H](C)C(=O)N1CCO[C@@]2(COCCN(C(=O)c3ccnnc3O)C2)C1
18084,O=C(CN1CC(=O)NC1=O)NC[C@@H]1OC[C@@H]2CCN(C(=O)C(=O)c3ccco3)C[C@@H]21
18085,Cn1c(=O)c2c(ncn2CC(=O)OCCN2C(=O)NC3(CCCC3)C2=O)n(C)c1=O
18086,CS(=O)(=O)NCCNC(=O)N1CCN(c2ccc(S(N)(=O)=O)cc2)CC1
18087,C#CCO[C@H](C)C(=O)N1CCO[C@]2(COCCN(C(=O)C[C@H]3NC(=O)NC3=O)C2)C1
18088,Cc1n[nH]c(C)c1C(=O)N1CCO[C@]2(CCN(C(=O)CN(CCO)CCO)C2)C1
18089,Cn1cccc(C(=O)N2C[C@@H]3COC[C@H](C2)[C@@H]3NC(=O)[C@@H](N)CCC(N)=O)c1=O
18090,O=C1CN(CC(=O)N2CCOC[C@@]3(C2)CN(C(=O)c2ccno2)CCO3)C(=O)N1
18091,C[C@@H]1CN(C(=O)CNS(=O)(=O)c2cnn(C)c2)CCN1c1nccn2cnnc12
18092,NC[C@H](N)C(=O)N1CC[C@H]2CO[C@@H](CNC(=O)[C@@H]3CC[C@H]4CCC(=O)N4C3)[C@H]2C1
18093,NC(=O)[C@@H](N)CCC(=O)N[C@@H]1CCc2nc(NC(=O)C3=NNC(=O)C3)sc2C1
18094,C=CCNC(=O)CN1CCN(C(=O)C(=O)NCCC(=O)N2CCN(C)CC2)CC1
18095,C[C@H](C(=O)c1c(N)n(C)c(=O)n(C)c1=O)N1CCC[C@@H](CN(C)S(C)(=O)=O)C1
18096,Cc1cc(C(=O)N2CCO[C@@]3(COCCN(C(=O)[C@@H](N)CCC(N)=O)C3)C2)n[nH]1
18097,Cn1cc(N2CCC[C@H](NC(=O)C(=O)N3CCN(C(C)(C)C(N)=O)CC3)C2)cn1
18098,CC1C[C@H](C(=O)NCCN2CCNC(=O)C2)[C@@H](C(=O)NCCN2CCNC(=O)C2)C1
18099,COc1nccnc1C(=O)N1CCO[C@]2(COCCN(C(=O)Cn3cncn3)C2)C1
18100,Cc1cnn(CC(=O)N2CCO[C@]3(CCN(C(=O)CN(CCO)CCO)C3)C2)c1
18101,COCCOCCOCCC(=O)N1CC[C@@]2(C1)CN(C(=O)[C@@H](N)CN)CCO2
18102,O=C(CN1C(=O)[C@H]2[C@H]3C=C[C@@H](C3)[C@H]2C1=O)N1CCN([C@@H]2CS(=O)(=O)C[C@H]2O)CC1
18103,N=C(N)NCC(=O)N1CCO[C@]2(COCCN(C(=O)COc3ccc(O)nn3)C2)C1
18104,CNC(=O)[C@@H]1CN(c2nnc(C(=O)NC(C)C)n2CC(=O)NCC(F)F)CCO1
18105,CC(=O)NC[C@@H]1CN(C(=O)C(=O)NC[C@@]2(N3CCOCC3)CCSC2)CCO1
18106,O=C(CN1C(=O)CNC1=O)N1CCOC[C@@]2(C1)CN(C(=O)c1ccc[nH]1)CCO2
18107,CN(C)c1ncc(C(=O)N2CCOC[C@]3(C2)CN(C(=O)[C@@H]2CNC(=O)O2)CCO3)o1
18108,CCOC(=O)N[C@@H](O)C(=O)N1C[C@@H]2COC[C@H](C1)[C@@H]2NC(=O)Cc1ncccn1
18109,O=C(NCC(=O)N1CCN([C@@H]2CS(=O)(=O)C[C@@H]2O)CC1)c1cc(F)cc(F)c1
18110,N=C(N)NCC(=O)N1CCO[C@]2(COCCN(C(=O)c3n[nH]c(C4CC4)c3F)C2)C1
18111,CCc1cc(C(=O)N[C@@H]2[C@H]3COC[C@@H]2CN(C(=O)CN(CCO)CCO)C3)n(C)n1
18112,C[C@@H](CS(C)(=O)=O)C(=O)N[C@@H]1[C@H]2COC[C@@H]1CN(C(=O)[C@@H](N)CCC(N)=O)C2
18113,Cc1cnn(CC(=O)N2CCO[C@]3(COCCN(C(=O)[C@@H]4CNC(=O)O4)C3)C2)c1
18114,O=C1CC(C(=O)N2C[C@@H]3COC[C@H](C2)[C@@H]3NC(=O)[C@@H]2CC[C@H]3CCC(=O)N3C2)=NN1
18115,CCc1cnc(CNC(=O)C(=O)N2CCn3c(nn(CC(=O)N(C)C)c3=O)C2)s1
18116,CN(C)C(=O)C(=O)N1CCO[C@]2(COCCN(C(=O)CCC(=O)N3CCCC3)C2)C1
18117,Nc1n[nH]c(CCC(=O)N2CCOC[C@]3(C2)CN(C(=O)[C@@H]2CCOC2)CCO3)n1
18118,CC(=O)N(C)[C@H](C)C(=O)NC[C@@H]1OC[C@@H]2CCN(C(=O)CN3C(=O)CNC3=O)C[C@@H]21
18119,O=C(C[C@H]1NC(=O)NC1=O)N[C@@H]1[C@H]2COC[C@@H]1CN(C(=O)C[C@@H]1NC(=O)NC1=O)C2
18120,C[C@H](CN1CCOCC1)N(C)C(=O)C(=O)NCCNS(=O)(=O)Cc1ccon1
18121,Cn1ccc(N2CCC[C@H](NC(=O)C(=O)N3CCN(CC(C)(C)O)CC3)C2=O)n1
18122,O=C1Cc2cc(C(=O)N3CCO[C@]4(COCCN(C(=O)C(O)O)C4)C3)ccc2N1
18123,CN1CCN(C)[C@H](CNC(=O)C(=O)NCCCN2C(=O)NC3(CCCC3)C2=O)C1
18124,Nc1nc2c(nc(I)n2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1
18125,CNS(=O)(=O)c1csc(C(=O)N[C@H]2CS(=O)(=O)C[C@@H]2N2CCOCC2)c1
18126,NC(=O)CN1CCN(C(=O)CCC(=O)N2CCN(c3ccccn3)CC2)CC1=O
18127,N#CC1(C(=O)N2CCOC[C@@]3(CN(C(=O)c4nccnc4C(N)=O)CCO3)C2)CC1
18128,C[C@@H](NC(=O)N1CCN(C(=O)C(=O)N2CCOCC2)CC1)[C@@H](C)N1CCOCC1
18129,Cc1nc(CN2CCN(CC(=O)NC(=O)N[C@@H]3CCS(=O)(=O)C3)CC2)no1
18130,Cn1c(=O)ccn(CC(=O)N[C@@H](Cc2ccccc2)C(=O)NCCC(N)=O)c1=O
18131,CC(C)[C@@H](O)C(=O)N1CCOC[C@@]2(CN(C(=O)Cn3ccncc3=O)CCO2)C1
18132,C[C@@H](C(=O)N1C[C@@H]2COC[C@H](C1)[C@@H]2NC(=O)c1cnc(O)nc1O)n1cncn1
18133,CC[C@H](O)C(=O)N1CCO[C@]2(COCCN(C(=O)CCNC(=S)NC)C2)C1
18134,CS(=O)(=O)NCCN(CC(=O)N1CCN([C@@H]2CCS(=O)(=O)C2)CC1)C1CC1
18135,COC(=O)C1=CO[C@H](O[C@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]2O)[C@H]2[C@@H]1C=C[C@]2(O)CO
18136,Cn1c(=O)c2c(ncn2CCOC(=O)[C@@](C)(O)Cn2ccccc2=O)n(C)c1=O
18137,NC(=O)NCC(=O)N1CCO[C@@]2(COCCN(C(=O)CSCC(=O)O)C2)C1
18138,CCn1ccc(C(=O)N2CCO[C@]3(CCN(C(=O)CN(CCO)CCO)C3)C2)n1
18139,CN(C)C(=O)NCC(=O)N1C[C@@H]2COC[C@H](C1)[C@@H]2NC(=O)[C@H](N)c1ccccn1
18140,COCCCC(=O)N[C@@H]1[C@H]2COC[C@@H]1CN(C(=O)CN1CCS(=O)(=O)CC1)C2
18141,CNS(=O)(=O)CC(=O)N1CCC(CO)(NC(=O)[C@@H]2C[C@@H]3O[C@H]2[C@H]2C[C@@H]32)CC1
18142,CCNC(=S)NCC(=O)N1CC[C@]2(CN(C(=O)CCn3cncn3)CCO2)C1
18143,CNCCCC(=O)N1CCOC[C@]2(C1)CN(C(=O)C[C@@H]1NC(=O)NC1=O)CCO2
18144,CN1CC(C(=O)N2CCOC[C@]3(CN(C(=O)CNC(=O)C(F)(F)F)CCO3)C2)C1
18145,O=C(Cc1ncccn1)N1CCO[C@@]2(COCCN(C(=O)c3c[nH]c(=O)cn3)C2)C1
18146,COCCOCC(=O)N1CCOC[C@]2(C1)CN(C(=O)[C@@H](C)n1ccnn1)CCO2
18147,O=C1NC(=O)[C@@H](CC(=O)N2CCO[C@@]3(CCN(C(=O)CCc4cnccn4)C3)C2)N1
18148,COC(=O)[C@@H]1CNC(=O)CN1C(=O)c1ccc(S(=O)(=O)N2CCNC(=O)C2)cc1
18149,O=C(NC[C@@H]1CN2CCC[C@H]2CO1)C(=O)N1CCN(CC(=O)N2CCOCC2)CC1
18150,NC(=O)NCC(=O)N1CC[C@H]2CO[C@@H](CNC(=O)COc3ccc(O)nn3)[C@H]2C1
18151,COc1cc(C(=O)NC[C@@H]2OC[C@@H]3CCN(C(=O)CC[C@H](N)C(N)=O)C[C@@H]32)n(C)n1
18152,C[C@@H](Nc1cnccn1)C(=O)N1CCO[C@]2(COCCN(C(=O)CNC(=N)N)C2)C1
18153,CC(C)[C@H](O)C(=O)N1CC[C@H]2OCCC[C@@]2(CNC(=O)CN(CCO)CCO)C1
18154,N[C@@H](Cc1cccnc1)C(=O)N1CCCC12CN(C(=O)[C@H](O)N1CCOCC1)C2
18155,NC(=O)CC[C@H](N)C(=O)N1CCO[C@@]2(CCN(C(=O)[C@@H]3CCc4nc[nH]c4C3)C2)C1
18156,O=C1NC(=O)[C@H](CC(=O)N2CCOC[C@@]3(C2)CN(C(=O)c2cnc(O)[nH]2)CCO3)N1
18157,CN(C)c1ncccc1CNC(=O)C(=O)N1CCN(C(=O)CN2CCOCC2)CC1
18158,CCOC(=O)N[C@@H](O)C(=O)N1CC[C@@]2(CN(C(=O)c3c[nH]c(=O)cn3)CCO2)C1
18159,CCS(=O)(=O)CC(=O)N1CCO[C@]2(COCCN(C(=O)[C@@H]3C=CCN3)C2)C1
18160,O=C(Cn1cnnn1)N1CCC(OC2CCN(C(=O)[C@@H]3C[C@H](O)CN3)CC2)CC1
18161,CN(C1CCN(C(=O)[C@H]2CC(=O)N([C@H]3CCS(=O)(=O)C3)C2)CC1)S(C)(=O)=O
18162,CCc1nc(C(=O)N[C@@H]2[C@H]3COC[C@@H]2CN(C(=O)CN2C(=O)CNC2=O)C3)co1
18163,C[C@H](NC=O)C(=O)N1CCC(N2CCC(NC(=O)CC[C@H](N)C(N)=O)CC2)CC1
18164,O=C(COCCO)N1CCOC[C@]2(C1)CN(C(=O)c1n[nH]cc1[N+](=O)[O-])CCO2
18165,COC(=O)c1ccn(CC(=O)N2CCN(S(=O)(=O)N3CCN(C)CC3)CC2)n1
18166,O=C([C@@H]1C[C@@H]2O[C@H]1[C@H]1C[C@@H]21)N1CCN(C(=O)c2nc[nH]n2)[C@H]2CS(=O)(=O)C[C@H]21
18167,CNC(=O)[C@H](Cc1cnc[nH]1)NC(=O)CNC(=O)[C@H](Cc1cnc[nH]1)NC(C)=O
18168,O=C(COCCO)N1CCOC[C@@]2(C1)CN(C(=O)c1nc3ccccn3n1)CCO2
18169,C=CC(=O)N[C@@H](C)C(=O)N1CCOC[C@@]2(CN(C(=O)CSC(=N)N)CCO2)C1
18170,CC1CCC2(CC1)NC(=O)N(NC(=O)COC(=O)c1cn(C)c(=O)n(C)c1=O)C2=O
18171,Cc1nn(-c2cncc3nnnn23)c(C)c1CC(=O)NS(=O)(=O)N1CCOCC1
18172,O=C(CN1CCS(=O)(=O)CC1)N1CCO[C@]2(CCN(C(=O)c3ncon3)C2)C1
18173,C[C@H](NS(C)(=O)=O)C(=O)N(C)CC(C)(C)CNC(=O)[C@@H](C)NS(C)(=O)=O
18174,CC(=O)NC[C@@H]1CN(C(=O)C(=O)NCCN2C(=O)[C@H]3[C@H]4C=C[C@@H](C4)[C@H]3C2=O)CCO1
18175,O=C1C=CC(=O)N1CCC(=O)N1CC[C@H]2[C@@H]1CCN2C(=O)[C@@H](O)N1CCOCC1
18176,CN1CCN(CCC(=O)N2C[C@@H]3COC[C@H](C2)[C@@H]3NC(=O)Cn2cncn2)CC1
18177,COC(=O)CCCS(=O)(=O)NC(=O)Cn1c(=O)c2c(ncn2C)n(C)c1=O
18178,CNS(=O)(=O)NCC(=O)N1CCOC[C@@H]1CNC(=O)[C@@H]1C[C@@H]2O[C@H]1[C@H]1C[C@@H]21
18179,O=C(CN1C(=O)C=CC1=O)Nc1nc2c(s1)C[C@H](NC(=O)COCCO)CC2
18180,N=C1NCCN1CC(=O)N1CC[C@H]2CO[C@@H](CNC(=O)[C@H]3CCNC(=O)C3)[C@H]2C1
18181,CC(C)Cn1c(N)c(C(=O)CN2CCN(CC[S@@](C)=O)CC2)c(=O)n(C)c1=O
18182,CC(=O)NCC(C)(C)C(=O)N1CCO[C@]2(COCCN(C(=O)[C@H](C)NC=O)C2)C1
18183,COCCO[C@H]1COCC[C@H]1NC(=O)C(=O)N1CCN(c2cnn(C)c2)C(=O)C1
18184,Cc1cc(=O)c(C(=O)N2CCN(S(=O)(=O)[C@@H]3CCS(=O)(=O)C3)CC2)cn1C
18185,COCCn1cc(CNC(=O)C(=O)N2CCN(C(=O)CN3CCCC3)CC2)cn1
18186,CC[C@@H](COC)NC(=O)C(=O)N1CCN(S(=O)(=O)N2CCN(C)CC2)CC1
18187,O=C1NC(=O)[C@H](CC(=O)N2CCO[C@]3(COCCN(C(=O)CC(F)(F)F)C3)C2)N1
18188,CN1CCN(CCC(=O)N[C@@H]2[C@H]3COC[C@@H]2CN(C(=O)[C@H]2CCC(=O)NC2)C3)CC1
18189,O=C(c1nc2ccc(F)cn2n1)N1CCOC[C@@]2(C1)CN(C(=O)C(O)O)CCO2
18190,O=C(N[C@@H]1[C@H]2COC[C@@H]1CN(C(=O)c1cc(=O)n3[nH]nnc3n1)C2)c1ccno1
18191,COc1cc(CCCO)ccc1O[C@H](CO)CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
18192,C[C@@H](NC=O)C(=O)N1CCO[C@]2(COCCN(C(=O)c3cnn4c3OCCC4)C2)C1
18193,CCOC(=O)N[C@H](O)C(=O)N1CCCC12CN(C(=O)CN(CCO)CCO)C2
18194,CN(CC(=O)N1CC[C@]2(C1)CN(C(=O)[C@H]1CCNC(=O)C1)CCO2)C(=O)C(=O)O
18195,C[C@H]1CN(C(=O)NC2CCN(S(=O)(=O)N3CCOCC3)CC2)C[C@@H](CO)O1
18196,CN[C@H](CC(=O)NC[C@@H]1OC[C@@H]2CCN(C(=O)CN3C(=O)C=CC3=O)C[C@@H]21)C(=O)O
18197,C[C@@H](CN)C(=O)N[C@@H]1[C@H]2COC[C@@H]1CN(C(=O)Cn1cccc([N+](=O)[O-])c1=O)C2
18198,Cc1cc(/C=C/C(=O)N2CCO[C@@]3(COCCN(C(=O)CNC(=N)N)C3)C2)no1
18199,CC(C)=NO[C@@H](C)C(=O)N[C@@H]1[C@H]2COC[C@@H]1CN(C(=O)CN1C(=O)CNC1=O)C2
18200,O=C(Cn1ccnn1)N1CCO[C@@]2(COCCN(C(=O)c3cc(CO)on3)C2)C1
18201,Cc1nccnc1C(=O)N[C@@H]1[C@H]2COC[C@@H]1CN(C(=O)C[C@@H]1NC(=O)NC1=O)C2
18202,CC(C)NS(=O)(=O)[C@@H]1CCN(C(=O)C(=O)NC[C@H](C)CN2CCOCC2)C1
18203,CC(=O)N1CCc2cc(NC(=O)C(=O)N3CCN(CCS(N)(=O)=O)CC3)ccc21
18204,COCCN1CCC[C@@H]1CNC(=O)C(=O)Nc1ccn(CC(=O)N2CCOCC2)n1
18205,NC(=O)CCC(=O)N1CC[C@H](CNC(=O)CC[C@H](N)C(N)=O)[C@H]1c1cccnc1
18206,C[C@H](O)C(=O)N1C[C@@H]2COC[C@H](C1)[C@@H]2NC(=O)[C@@H]1CCc2nc(O)nc(O)c2C1
18207,O=S(=O)(NCCCCCCNS(=O)(=O)N1CCOCC1)N1CCOCC1
18208,C[C@H](C(=O)N1CCCC12CN(C(=O)CN1CCNC1=N)C2)[C@@H]1SC(=N)NC1=O
18209,O=C(O)C#CC(=O)N1CCO[C@@]2(COCCN(C(=O)Cc3ccc(O)cn3)C2)C1
18210,COCCN(C)S(=O)(=O)[C@H]1CCCN(S(=O)(=O)N2CCO[C@@H](C#N)C2)C1
18211,Cn1cnc2c1c(=O)n(CC(=O)NNC(=O)Cc1nc3ccccc3n1C)c(=O)n2C
18212,Cn1nncc1C(=O)NC[C@@H]1OC[C@@H]2CCN(C(=O)COc3ccc(O)nn3)C[C@@H]21
18213,COC(=O)NCC(=O)N1CCOC[C@@]2(C1)CN(C(=O)c1c[nH]c(=O)cn1)CCO2
18214,CCOC(=O)C1(C(=O)N2CCOC[C@@]3(CN(C(=O)CNC(N)=O)CCO3)C2)CC1
18215,O=C(CCN1C(=O)CCC1=O)N1CCN(S(=O)(=O)[C@@H]2CCS(=O)(=O)C2)CC1
18216,CCS(=O)(=O)CC(=O)N1CC[C@H]2CO[C@@H](CNC(=O)[C@@H](N)CCC(N)=O)[C@H]2C1
18217,CN(CC(=O)Nc1nc2c(s1)C[C@@H](NC(=O)Cn1ccnn1)CC2)C(=O)C(=O)O
18218,O=C1CC[C@@H](C(=O)N2C[C@@H]3COC[C@H](C2)[C@@H]3NC(=O)CN2C(=O)C=CC2=O)CN1
18219,O=C(NCCNC(=O)c1cnccn1)C(=O)N1CCN(C(=O)c2ccccn2)CC1
18220,N[C@@H]1C[C@H]2CN(CC(=O)N3CCN(S(=O)(=O)c4ccccc4)CC3)CCN2C1=O
18221,CC(C)(C)OC(=O)NC[C@H](O)C(=O)N1CCCC12CN(C(=O)C1=NNC(=O)C1)C2
18222,CN(CC(=O)NC[C@@]12CCCO[C@@H]1CCN(C(=O)c1cnc(O)[nH]1)C2)C(=O)C(=O)O
18223,O=C(/C=N/N1CCCCC1)N1CCO[C@]2(COCCN(C(=O)[C@@H]3C[C@H](O)CN3)C2)C1
18224,COC(=O)[C@@H]1CCN(S(=O)(=O)CCS(=O)(=O)N(C)C)[C@@H](C(=O)OC)C1
18225,NC(=O)CC[C@H](N)C(=O)N1CCOC[C@@]2(CN(C(=O)c3ccnnc3O)CCO2)C1
18226,O=C(c1cn2c(F)cccc2n1)N1CCO[C@]2(COCCN(C(=O)C(O)O)C2)C1
18227,NC(=O)NCC(=O)N1CCC([C@@H]2CCCCN2C(=O)CNCP(=O)(O)O)CC1
18228,CNC(=O)CN1CCN(C(=O)c2[nH]n(-c3nc(C)cc(C)n3)c(=O)c2CCO)CC1
18229,COCCn1nccc1C(=O)N1CCCC12CN(C(=O)CN(C)C(=O)C(=O)O)C2
18230,CC[C@@H]1C(=O)N(CC)CCN1C(=O)C(=O)NCCS(=O)(=O)N1CCSCC1
18231,Cn1cc(S(=O)(=O)N2CCC(NC(=O)NCCN3CC[C@@H](O)C3)CC2)cn1
18232,NC(=O)[C@H](N)CCC(=O)NC[C@@H]1CCN(C(=O)[C@@H]2CNC(=O)C2)[C@H]1c1cccnc1
18233,CCN1C[C@H](NC(=O)N2CCN(S(=O)(=O)N3CCN(C)CC3)CC2)CC1=O
18234,CS(=O)(=O)N[C@@H]1CCCN(C(=O)C2=NN([C@H]3CCS(=O)(=O)C3)C(=O)CC2)C1
18235,O=C(CN1C(=O)CNC1=O)N1CCOC[C@@]2(C1)CN(C(=O)Cn1ccnc1)CCO2
18236,CC(=O)N[C@H](C)C(=O)N1CCOC[C@]2(CN(C(=O)[C@@H]3CCC(=O)N3C)CCO2)C1
18237,Cn1c(=O)c2c(ncn2C/C=C\Cn2cnc3c2c(=O)n(C)c(=O)n3C)n(C)c1=O
18238,CC(C)[C@H](O)C(=O)N1CCO[C@]2(COCCN(C(=O)CN(CCO)CCO)C2)C1
18239,CN1N=C(C(=O)N2CCOC[C@]3(C2)CN(C(=O)c2cnnn2C)CCO3)CCC1=O
18240,Cc1nn(C)c(C)c1C(=O)N1C[C@@H]2COC[C@H](C1)[C@@H]2NC(=O)CC[C@H](N)C(N)=O
18241,C[C@](O)(CC(=O)O)CC(=O)N1[C@H]2CC[C@@H]1C[C@H](NC(=O)C[C@@H]1NC(=O)NC1=O)C2
18242,C=C(CC(=O)OCC)C(=O)N1CCO[C@@]2(COCCN(C(=O)COCCO)C2)C1
18243,O=C1NC(=O)[C@H](CC(=O)N2CCOC[C@@]3(C2)CN(C(=O)Cn2cncn2)CCO3)N1
18244,NC(=O)[C@H](N)CCC(=O)N1CCO[C@]2(CCN(C(=O)[C@@H]3CCCS3(=O)=O)C2)C1
18245,CNS(=O)(=O)[C@@H]1CCCN(C(=O)NCCN2CCN(S(C)(=O)=O)CC2)C1
18246,O=C1C[C@@H](C(=O)N2CCOC[C@@]3(CN(C(=O)c4n[nH]cc4[N+](=O)[O-])CCO3)C2)CN1
18247,O=C(NC[C@@H]1OC[C@@H]2CCN(C(=O)Cc3cnccn3)C[C@@H]21)[C@H](O)N1CCOCC1
18248,Cc1nccnc1C(=O)N1CCOC[C@]2(CN(C(=O)Cn3cnnn3)CCO2)C1
18249,COc1ccc([C@@]2(C)NC(=O)N(NC(=O)CN3CCN(CC(N)=O)CC3)C2=O)cc1
18250,C[C@H](CN)C(=O)NC[C@H]1CCN(C(=O)CN(CCO)CCO)[C@@H]1c1cccnc1
18251,CN(C)C(=O)NCC(=O)N1CCOC[C@]2(C1)CN(C(=O)[C@@H]1CCCN1C)CCO2
18252,C=CCNC(=O)/C=C\C(=O)N1CC[C@H]2CO[C@@H](CNC(=O)[C@@H](N)CCC(N)=O)[C@H]2C1
18253,CCN(CC(=O)N[C@H]1CCS(=O)(=O)C1)C(=O)CSCC(=O)N1CCOCC1
18254,COCCN(C(=O)CN(C)[C@@H]1CCN(S(C)(=O)=O)C1)[C@@H]1CCS(=O)(=O)C1
18255,COCC(=O)N1CCN(C(=O)C(=O)N[C@H]2CCN(c3cc(C)nn3C)C2=O)CC1
18256,O=C(/C=C\C(=O)N1CC[C@]2(C1)CN(C(=O)[C@@H](O)N1CCOCC1)CCO2)NC1CC1
18257,C[C@H](COc1ccccc1)NC(=O)C(=O)N1CCN(C(=O)Cn2cnnn2)CC1
18258,Cc1nccnc1C(=O)N1CCO[C@]2(CCN(C(=O)CN(CCO)CCO)C2)C1
18259,C[C@H](NS(C)(=O)=O)c1nnc(N2CC(=O)N(C)[C@H](C)C2)n1CCn1cncn1
18260,Cc1cc(CC(=O)N2CCOC[C@]3(C2)CN(C(=O)CN2CCNC2=N)CCO3)no1
18261,O=C(Cn1nccn1)N[C@@H]1[C@H]2COC[C@@H]1CN(C(=O)c1cc(=O)n3[nH]cnc3n1)C2
18262,CN1C(=O)CC[C@H]1C(=O)N1CCOC[C@@]2(CN(C(=O)[C@@H]3CNC(=O)O3)CCO2)C1
18263,COC[C@H](NC(C)=O)C(=O)NC[C@@H]1OC[C@@H]2CCN(C(=O)CCNC(C)=O)C[C@@H]21
18264,O=C(C[C@H]1NC(=O)NC1=O)NC1CCN(C2CCN(C(=O)[C@H]3C[C@@H](O)C3)CC2)CC1
18265,O=C1CN(CC(=O)N2CCOC[C@]3(C2)CN(C(=O)c2ncccn2)CCO3)C(=O)N1
18266,CS(=O)(=O)N1CCc2c(NC(=O)C(=O)NCCN3CCNC(=O)C3)cccc21
18267,NC(=O)CC[C@H](N)C(=O)N[C@@H]1[C@H]2COC[C@@H]1CN(C(=O)COC(=O)C(F)(F)F)C2
18268,O=C(NC[C@H]1CCN(C(=O)C(O)O)[C@@H]1c1cccnc1)c1cc(=O)n2[nH]cnc2n1
18269,Cc1nc[nH]c1C(=O)N1CCOC[C@@]2(C1)CN(C(=O)[C@@H](O)N1CCOCC1)CCO2
18270,C[C@@H](C(=O)N1CCOC[C@]2(CN(C(=O)[C@@H](N)CCC(N)=O)CCO2)C1)n1ccnc1
18271,NC(=O)CC[C@H](N)C(=O)N1CC2(CCCN2C(=O)CN2C(=O)CSC2=S)C1
18272,NC(=O)CC[C@H](N)C(=O)N[C@@H]1[C@H]2COC[C@@H]1CN(C(=O)CSc1nc[nH]n1)C2
18273,CC(=O)c1cc(C(=O)N2CCO[C@]3(COCCN(C(=O)[C@@H]4CNC(=O)C4)C3)C2)n[nH]1
18274,C[C@@H](C(=O)N1CCC(N2CCC(NC(=O)[C@@H]3CNC(=O)O3)CC2)CC1)n1cnnn1
18275,O=C1C[C@H](N2CCC[C@H](CNS(=O)(=O)C3CC3)C2)C(=O)N1CCOCCO
18276,CC(=O)N1CCN(CC(=O)N2CC3(CCCN3C(=O)CN3C(=O)C=CC3=O)C2)CC1
18277,CC(C)OCC(=O)N1CCO[C@@]2(COCCN(C(=O)[C@@H](N)CCC(N)=O)C2)C1
18278,COC(=O)NCC(=O)N1CCO[C@@]2(COCCN(C(=O)CSC(=N)N)C2)C1
18279,Cn1cc(I)c(=O)n(CC(=O)NCC(=O)N2CCCC2)c1=O
18280,CCN(CC(=O)N[C@H]1CCS(=O)(=O)C1)C(=O)CN1CCN(S(C)(=O)=O)CC1
18281,O=C(O)CSCC(=O)N1CCO[C@@]2(CCN(C(=O)Cn3ccncc3=O)C2)C1
18282,CCN1CCO[C@@H](C(=O)N2CCN(CC(=O)N[C@@H]3CCS(=O)(=O)C3)CC2)C1
18283,NC(=O)CC[C@H](N)C(=O)N[C@@H]1[C@H]2COC[C@@H]1CN(C(=O)c1cc3cccnn3n1)C2
18284,CC(C)[C@H](C(=O)O)N1CC[C@@H](NC(=O)CN2C(=O)[C@@H]3[C@H]4CC[C@@H](O4)[C@@H]3C2=O)C1=O
18285,CNC(=S)NCCC(=O)N1CC[C@]2(C1)CN(C(=O)c1cc(O)nc(O)n1)CCO2
18286,CN(C)C(=O)NCC(=O)N1C[C@@H]2COC[C@H](C1)[C@@H]2NC(=O)c1cc(C(=O)O)ncn1
18287,O=C1CC[C@@H](C(=O)N2CCO[C@@]3(COCCN(C(=O)[C@@H]4[C@H]5COC[C@H]54)C3)C2)CN1
18288,CCn1cnnc1Cn1c([C@H]2CCC(=O)N2)nnc1N1CCO[C@H](C(=O)NC)C1
18289,CN(CC(=O)N[C@@H]1[C@H]2COC[C@@H]1CN(C(=O)[C@@H](O)c1ccco1)C2)C(=O)C(=O)O
18290,CCNC(=O)N[C@H](C)C(=O)N1[C@H]2CC[C@@H]1C[C@H](NC(=O)C[C@@H]1NC(=O)NC1=O)C2
18291,CCNS(=O)(=O)CCNC(=O)[C@@H]1CC(=O)N(c2cccc(S(N)(=O)=O)c2)C1
18292,CC(=O)N1CCN(C(=O)CCNC(=O)N[C@@H]2CCN(c3cnn(C)c3)C2=O)CC1
18293,C[C@](O)(CC(=O)O)CC(=O)N1CC[C@H](CNC(=O)[C@@H](N)CN)[C@@H]1c1cccnc1
18294,CS(=O)(=O)NC1CCN(C(=O)[C@@H]2CC(=O)N([C@@H]3CCS(=O)(=O)C3)C2)CC1
18295,C[C@@]1(C[C@H]2CCCN2S(=O)(=O)N2CCN(S(C)(=O)=O)CC2)NC(=O)NC1=O
18296,CS(=O)(=O)N1CCN(CC(=O)N2CCc3c(cccc3S(N)(=O)=O)C2)CC1
18297,CN1CCN(C)[C@@H](CNC(=O)C(=O)NCc2ccccc2S(=O)(=O)N(C)C)C1
18298,CC[C@@H](NC(C)=O)C(=O)N1CCOC[C@]2(CN(C(=O)[C@H]3CNC(=O)C3)CCO2)C1
18299,COC[C@H](C)NS(=O)(=O)c1ccc(NC(=O)C(=O)N2C[C@@H](O)[C@H](O)C2)cc1
